pull_item,pull_province,pull_municipal_city,harmonized_nsu_unit,corrected_unit,size_ord,w_l0,n_l0,weighing_approach,w_l1,n_l1,w_l2,n_l2,w_l3,n_l3,grams_used,n_g_used,fallback_level,unconvertible
carrot,ILOILO,LAMBUNAO,pieces or units,g,small,95,7,3,132.5,20,135,538,140,1169,95,7,own cell x size,0
carrot,ILOILO,LAMBUNAO,pieces or units,g,medium,135,8,3,132.5,20,135,538,140,1169,135,8,own cell x size,0
carrot,ILOILO,LAMBUNAO,pieces or units,g,large,200,5,3,132.5,20,135,538,140,1169,200,5,own cell x size,0
chicken,ILOILO,LAMBUNAO,whole (chicken),g,medium,930,4,3,990,7,1035,180,1120,468,930,4,own cell x size,0
chicken,ILOILO,LAMBUNAO,whole (chicken),g,large,1085,3,3,990,7,1035,180,1120,468,1085,3,own cell x size,0
"crackers, cookies, buiscuits, chips/curls",ILOILO,LAMBUNAO,pieces or units,g,small,31,4,3,31,4,32,227,32,505,31,4,own cell x size,0
"crackers, cookies, buiscuits, chips/curls",ILOILO,LAMBUNAO,putos,g,small,300,3,3,320,5,100,230,210,482,320,5,cell pooled across sizes,0
"crackers, cookies, buiscuits, chips/curls",ILOILO,LAMBUNAO,putos,g,medium,465,2,3,320,5,100,230,210,482,320,5,cell pooled across sizes,0
"drinks at restaurant, hotel, cafe, or kiosk",ILOILO,LAMBUNAO,pieces,g,small,240,1,3,240,1,437.5,12,450,25,437.5,12,province x item x unit,0
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",ILOILO,LAMBUNAO,putos,g,small,45,6,3,52.5,12,60,52,58,82,45,6,own cell x size,0
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",ILOILO,LAMBUNAO,putos,g,medium,65,6,3,52.5,12,60,52,58,82,65,6,own cell x size,0
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",ILOILO,LAMBUNAO,small cup,g,small,100,7,3,100,8,100,71,100,120,100,8,cell pooled across sizes,0
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",ILOILO,LAMBUNAO,small cup,g,medium,110,1,3,100,8,100,71,100,120,100,8,cell pooled across sizes,0
"liquor (e.g, whisky, coconut wine)",ILOILO,LAMBUNAO,lipid/lapad,mL,medium,375,5,3,375,5,375,267,375,618,375,5,own cell x size,0
"liquor (e.g, whisky, coconut wine)",ILOILO,LAMBUNAO,long-neck,mL,large,750,5,3,750,5,750,185,750,478,750,5,own cell x size,0
loaf bread,ILOILO,LAMBUNAO,large packs,g,large,670,4,3,670,4,640,188,640,411,670,4,own cell x size,0
loaf bread,ILOILO,LAMBUNAO,medium packs,g,medium,450,5,3,450,5,450,160,450,352,450,5,own cell x size,0
loaf bread,ILOILO,LAMBUNAO,small packs,g,small,400,4,3,400,4,385,123,370,259,400,4,own cell x size,0
mango,ILOILO,LAMBUNAO,pieces or units,g,small,155,3,3,200,8,230,289,230,539,200,8,cell pooled across sizes,0
mango,ILOILO,LAMBUNAO,pieces or units,g,medium,200,3,3,200,8,230,289,230,539,200,8,cell pooled across sizes,0
mango,ILOILO,LAMBUNAO,pieces or units,g,large,312.5,2,3,200,8,230,289,230,539,200,8,cell pooled across sizes,0
"preserved or processed meat (tocino, tapa, longaniza, etc)",ILOILO,LAMBUNAO,putos,g,small,155,2,3,265,6,250,182,250,473,265,6,cell pooled across sizes,0
"preserved or processed meat (tocino, tapa, longaniza, etc)",ILOILO,LAMBUNAO,putos,g,medium,305,3,3,265,6,250,182,250,473,265,6,cell pooled across sizes,0
"preserved or processed meat (tocino, tapa, longaniza, etc)",ILOILO,LAMBUNAO,putos,g,large,600,1,3,265,6,250,182,250,473,265,6,cell pooled across sizes,0
cabbage,ILOILO,LEGANES,pack,g,small,95,3,3,95,3,135,26,150,43,95,3,own cell x size,0
cabbage,ILOILO,LEGANES,pieces or units,g,small,595,3,3,735,9,660,543,655,1306,735,9,cell pooled across sizes,0
cabbage,ILOILO,LEGANES,pieces or units,g,medium,847.5,4,3,735,9,660,543,655,1306,735,9,cell pooled across sizes,0
cabbage,ILOILO,LEGANES,pieces or units,g,large,1192.5,2,3,735,9,660,543,655,1306,735,9,cell pooled across sizes,0
camote,ILOILO,LEGANES,bilog,g,small,40,3,3,100,9,140,296,140,509,100,9,cell pooled across sizes,0
camote,ILOILO,LEGANES,bilog,g,medium,105,4,3,100,9,140,296,140,509,100,9,cell pooled across sizes,0
camote,ILOILO,LEGANES,bilog,g,large,237.5,2,3,100,9,140,296,140,509,100,9,cell pooled across sizes,0
camote tops,ILOILO,LEGANES,bugkos,g,small,145,3,3,145,3,170,218,195,449,145,3,own cell x size,0
carrot,ILOILO,LEGANES,pieces or units,g,small,95,3,3,175,9,135,538,140,1169,175,9,cell pooled across sizes,0
carrot,ILOILO,LEGANES,pieces or units,g,medium,202.5,4,3,175,9,135,538,140,1169,175,9,cell pooled across sizes,0
carrot,ILOILO,LEGANES,pieces or units,g,large,245,2,3,175,9,135,538,140,1169,175,9,cell pooled across sizes,0
chicken,ILOILO,LEGANES,bilog,g,small,950,3,3,1095,9,1072.5,130,1095,230,1095,9,cell pooled across sizes,0
chicken,ILOILO,LEGANES,bilog,g,medium,1182.5,4,3,1095,9,1072.5,130,1095,230,1095,9,cell pooled across sizes,0
chicken,ILOILO,LEGANES,bilog,g,large,1370,2,3,1095,9,1072.5,130,1095,230,1095,9,cell pooled across sizes,0
"crackers, cookies, buiscuits, chips/curls",ILOILO,LEGANES,pieces or units,g,small,32,5,3,42,9,32,227,32,505,32,5,own cell x size,0
"crackers, cookies, buiscuits, chips/curls",ILOILO,LEGANES,pieces or units,g,medium,48,4,3,42,9,32,227,32,505,48,4,own cell x size,0
"crackers, cookies, buiscuits, chips/curls",ILOILO,LEGANES,putos,g,small,250,3,3,280,6,100,230,210,482,280,6,cell pooled across sizes,0
"crackers, cookies, buiscuits, chips/curls",ILOILO,LEGANES,putos,g,medium,365,2,3,280,6,100,230,210,482,280,6,cell pooled across sizes,0
"crackers, cookies, buiscuits, chips/curls",ILOILO,LEGANES,putos,g,large,550,1,3,280,6,100,230,210,482,280,6,cell pooled across sizes,0
"drinks at restaurant, hotel, cafe, or kiosk",ILOILO,LEGANES,pieces,mL,small,250,1,3,250,1,355,65,355,164,355,65,province x item x unit,0
fresh fish,ILOILO,LEGANES,pieces or units,g,small,120,3,3,260,9,390,368,390,685,260,9,cell pooled across sizes,0
fresh fish,ILOILO,LEGANES,pieces or units,g,medium,267.5,4,3,260,9,390,368,390,685,260,9,cell pooled across sizes,0
fresh fish,ILOILO,LEGANES,pieces or units,g,large,676,2,3,260,9,390,368,390,685,260,9,cell pooled across sizes,0
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",ILOILO,LEGANES,pieces or units,g,small,48,1,3,48,1,55,59,60,94,55,59,province x item x unit,0
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",ILOILO,LEGANES,pieces or units,mL,small,55,2,3,65,3,100,60,100,166,65,3,cell pooled across sizes,0
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",ILOILO,LEGANES,pieces or units,mL,medium,80,1,3,65,3,100,60,100,166,65,3,cell pooled across sizes,0
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",ILOILO,LEGANES,small cup,g,small,100,1,3,100,1,100,71,100,120,100,71,province x item x unit,0
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",ILOILO,LEGANES,small cup,mL,small,110,1,3,110,1,100,75,100,185,100,75,province x item x unit,0
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",ILOILO,LEGANES,tupperware,mL,medium,700,1,3,700,1,700,1,700,4,700,4,item x unit (national),0
"liquor (e.g, whisky, coconut wine)",ILOILO,LEGANES,lipid/lapad,mL,small,375,6,3,375,11,375,267,375,618,375,6,own cell x size,0
"liquor (e.g, whisky, coconut wine)",ILOILO,LEGANES,lipid/lapad,mL,medium,750,5,3,375,11,375,267,375,618,750,5,own cell x size,0
loaf bread,ILOILO,LEGANES,large packs,g,small,405,4,3,450,7,640,188,640,411,405,4,own cell x size,0
loaf bread,ILOILO,LEGANES,large packs,g,medium,640,3,3,450,7,640,188,640,411,640,3,own cell x size,0
"prawns, lobster, shrimp",ILOILO,LEGANES,tumpok,g,small,235,3,3,235,3,250,55,260,147,235,3,own cell x size,0
"preserved or processed meat (tocino, tapa, longaniza, etc)",ILOILO,LEGANES,bilog,g,small,70,3,3,70,3,250,116,229,222,70,3,own cell x size,0
"preserved or processed meat (tocino, tapa, longaniza, etc)",ILOILO,LEGANES,putos,g,small,140,3,3,260,9,250,182,250,473,260,9,cell pooled across sizes,0
"preserved or processed meat (tocino, tapa, longaniza, etc)",ILOILO,LEGANES,putos,g,medium,272.5,4,3,260,9,250,182,250,473,260,9,cell pooled across sizes,0
"preserved or processed meat (tocino, tapa, longaniza, etc)",ILOILO,LEGANES,putos,g,large,555,2,3,260,9,250,182,250,473,260,9,cell pooled across sizes,0
cabbage,ILOILO,LEMERY,pieces or units,g,small,530,3,3,660,7,660,543,655,1306,660,7,cell pooled across sizes,0
cabbage,ILOILO,LEMERY,pieces or units,g,medium,715,2,3,660,7,660,543,655,1306,660,7,cell pooled across sizes,0
cabbage,ILOILO,LEMERY,pieces or units,g,large,860,2,3,660,7,660,543,655,1306,660,7,cell pooled across sizes,0
camote,ILOILO,LEMERY,bilog,g,small,115,2,3,147.5,6,140,296,140,509,147.5,6,cell pooled across sizes,0
camote,ILOILO,LEMERY,bilog,g,medium,150,3,3,147.5,6,140,296,140,509,147.5,6,cell pooled across sizes,0
camote,ILOILO,LEMERY,bilog,g,large,280,1,3,147.5,6,140,296,140,509,147.5,6,cell pooled across sizes,0
camote tops,ILOILO,LEMERY,bundle,g,small,200,2,3,390,6,470,31,500,101,390,6,cell pooled across sizes,0
camote tops,ILOILO,LEMERY,bundle,g,medium,470,3,3,390,6,470,31,500,101,390,6,cell pooled across sizes,0
camote tops,ILOILO,LEMERY,bundle,g,large,775,1,3,390,6,470,31,500,101,390,6,cell pooled across sizes,0
carrot,ILOILO,LEMERY,pieces or units,g,small,75,3,3,125,9,135,538,140,1169,125,9,cell pooled across sizes,0
carrot,ILOILO,LEMERY,pieces or units,g,medium,142.5,4,3,125,9,135,538,140,1169,125,9,cell pooled across sizes,0
carrot,ILOILO,LEMERY,pieces or units,g,large,200,2,3,125,9,135,538,140,1169,125,9,cell pooled across sizes,0
chicken,ILOILO,LEMERY,whole (chicken),g,small,690,1,3,1280,3,1035,180,1120,468,1280,3,cell pooled across sizes,0
chicken,ILOILO,LEMERY,whole (chicken),g,medium,1335,2,3,1280,3,1035,180,1120,468,1280,3,cell pooled across sizes,0
"crackers, cookies, buiscuits, chips/curls",ILOILO,LEMERY,bucket,g,large,1065,2,3,1065,2,1065,2,1065,2,,,,1
"crackers, cookies, buiscuits, chips/curls",ILOILO,LEMERY,pieces or units,g,small,60,2,3,90,3,32,227,32,505,90,3,cell pooled across sizes,0
"crackers, cookies, buiscuits, chips/curls",ILOILO,LEMERY,pieces or units,g,medium,105,1,3,90,3,32,227,32,505,90,3,cell pooled across sizes,0
"crackers, cookies, buiscuits, chips/curls",ILOILO,LEMERY,putos,g,small,240,2,3,285,3,100,230,210,482,285,3,cell pooled across sizes,0
"crackers, cookies, buiscuits, chips/curls",ILOILO,LEMERY,putos,g,medium,290,1,3,285,3,100,230,210,482,285,3,cell pooled across sizes,0
"drinks at restaurant, hotel, cafe, or kiosk",ILOILO,LEMERY,pieces,g,small,440,1,3,440,1,437.5,12,450,25,437.5,12,province x item x unit,0
fresh fish,ILOILO,LEMERY,pack,g,small,466,1,3,618,2,620,25,620,29,620,25,province x item x unit,0
fresh fish,ILOILO,LEMERY,pack,g,medium,770,1,3,618,2,620,25,620,29,620,25,province x item x unit,0
fresh fish,ILOILO,LEMERY,pieces or units,g,small,125,2,3,232.5,6,390,368,390,685,232.5,6,cell pooled across sizes,0
fresh fish,ILOILO,LEMERY,pieces or units,g,medium,245,3,3,232.5,6,390,368,390,685,232.5,6,cell pooled across sizes,0
fresh fish,ILOILO,LEMERY,pieces or units,g,large,285,1,3,232.5,6,390,368,390,685,232.5,6,cell pooled across sizes,0
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",ILOILO,LEMERY,putos,g,small,50,2,3,50,2,60,52,58,82,60,52,province x item x unit,0
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",ILOILO,LEMERY,small cup,g,small,55,2,3,57.5,4,100,71,100,120,57.5,4,cell pooled across sizes,0
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",ILOILO,LEMERY,small cup,g,medium,60,1,3,57.5,4,100,71,100,120,57.5,4,cell pooled across sizes,0
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",ILOILO,LEMERY,small cup,g,large,220,1,3,57.5,4,100,71,100,120,57.5,4,cell pooled across sizes,0
"liquor (e.g, whisky, coconut wine)",ILOILO,LEMERY,lipid/lapad,mL,medium,375,2,3,375,2,375,267,375,618,375,267,province x item x unit,0
"liquor (e.g, whisky, coconut wine)",ILOILO,LEMERY,long-neck,mL,large,750,2,3,750,2,750,185,750,478,750,185,province x item x unit,0
loaf bread,ILOILO,LEMERY,large packs,g,large,645,2,3,645,2,640,188,640,411,640,188,province x item x unit,0
loaf bread,ILOILO,LEMERY,medium packs,g,medium,480,1,3,480,1,450,160,450,352,450,160,province x item x unit,0
loaf bread,ILOILO,LEMERY,small packs,g,small,220,1,3,220,1,385,123,370,259,385,123,province x item x unit,0
"prawns, lobster, shrimp",ILOILO,LEMERY,tumpok,g,small,125,1,3,380,3,250,55,260,147,380,3,cell pooled across sizes,0
"prawns, lobster, shrimp",ILOILO,LEMERY,tumpok,g,medium,505,2,3,380,3,250,55,260,147,380,3,cell pooled across sizes,0
"preserved or processed meat (tocino, tapa, longaniza, etc)",ILOILO,LEMERY,bilog,g,large,70,1,3,70,1,250,116,229,222,250,116,province x item x unit,0
"preserved or processed meat (tocino, tapa, longaniza, etc)",ILOILO,LEMERY,pack,g,small,260,1,3,265,3,250,70,250,85,265,3,cell pooled across sizes,0
"preserved or processed meat (tocino, tapa, longaniza, etc)",ILOILO,LEMERY,pack,g,medium,632.5,2,3,265,3,250,70,250,85,265,3,cell pooled across sizes,0
cabbage,ILOILO,LEON,pieces or units,g,small,435,10,3,635,27,660,543,655,1306,435,10,own cell x size,0
cabbage,ILOILO,LEON,pieces or units,g,medium,715,9,3,635,27,660,543,655,1306,715,9,own cell x size,0
cabbage,ILOILO,LEON,pieces or units,g,large,945,8,3,635,27,660,543,655,1306,945,8,own cell x size,0
camote tops,ILOILO,LEON,bugkos,g,small,150,8,3,150,8,170,218,195,449,150,8,own cell x size,0
carrot,ILOILO,LEON,pieces or units,g,small,97.5,10,3,130,27,135,538,140,1169,97.5,10,own cell x size,0
carrot,ILOILO,LEON,pieces or units,g,medium,130,9,3,130,27,135,538,140,1169,130,9,own cell x size,0
carrot,ILOILO,LEON,pieces or units,g,large,212.5,8,3,130,27,135,538,140,1169,212.5,8,own cell x size,0
chicken,ILOILO,LEON,whole (chicken),g,medium,997.5,2,3,1205,4,1035,180,1120,468,1205,4,cell pooled across sizes,0
chicken,ILOILO,LEON,whole (chicken),g,large,1262.5,2,3,1205,4,1035,180,1120,468,1205,4,cell pooled across sizes,0
fresh fish,ILOILO,LEON,pieces or units,g,medium,440,4,3,440,4,390,368,390,685,440,4,own cell x size,0
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",ILOILO,LEON,cone,mL,small,110,5,3,110,5,110,20,110,25,110,5,own cell x size,0
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",ILOILO,LEON,putos,mL,small,600,5,3,600,5,65,60,65,148,600,5,own cell x size,0
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",ILOILO,LEON,small cup,mL,small,100,4,3,100,4,100,75,100,185,100,4,own cell x size,0
"liquor (e.g, whisky, coconut wine)",ILOILO,LEON,lipid/lapad,mL,medium,375,9,3,375,9,375,267,375,618,375,9,own cell x size,0
"liquor (e.g, whisky, coconut wine)",ILOILO,LEON,long-neck,mL,small,750,9,3,750,12,750,185,750,478,750,9,own cell x size,0
"liquor (e.g, whisky, coconut wine)",ILOILO,LEON,long-neck,mL,large,1000,3,3,750,12,750,185,750,478,1000,3,own cell x size,0
loaf bread,ILOILO,LEON,large packs,g,large,640,5,3,640,5,640,188,640,411,640,5,own cell x size,0
loaf bread,ILOILO,LEON,medium packs,g,medium,450,6,3,450,6,450,160,450,352,450,6,own cell x size,0
loaf bread,ILOILO,LEON,small packs,g,small,360,5,3,360,5,385,123,370,259,360,5,own cell x size,0
mango,ILOILO,LEON,pieces or units,g,small,165,9,3,210,27,230,289,230,539,165,9,own cell x size,0
mango,ILOILO,LEON,pieces or units,g,medium,225,10,3,210,27,230,289,230,539,225,10,own cell x size,0
mango,ILOILO,LEON,pieces or units,g,large,297.5,8,3,210,27,230,289,230,539,297.5,8,own cell x size,0
"preserved or processed meat (tocino, tapa, longaniza, etc)",ILOILO,LEON,bilog,g,small,250,4,3,250,5,250,116,229,222,250,5,cell pooled across sizes,0
"preserved or processed meat (tocino, tapa, longaniza, etc)",ILOILO,LEON,bilog,g,medium,305,1,3,250,5,250,116,229,222,250,5,cell pooled across sizes,0
"preserved or processed meat (tocino, tapa, longaniza, etc)",ILOILO,LEON,putos,g,small,250,9,3,250,10,250,182,250,473,250,10,cell pooled across sizes,0
"preserved or processed meat (tocino, tapa, longaniza, etc)",ILOILO,LEON,putos,g,large,500,1,3,250,10,250,182,250,473,250,10,cell pooled across sizes,0
cabbage,ILOILO,MAASIN,pieces or units,g,small,402.5,6,3,567.5,16,660,543,655,1306,402.5,6,own cell x size,0
cabbage,ILOILO,MAASIN,pieces or units,g,medium,630,5,3,567.5,16,660,543,655,1306,630,5,own cell x size,0
cabbage,ILOILO,MAASIN,pieces or units,g,large,915,5,3,567.5,16,660,543,655,1306,915,5,own cell x size,0
camote,ILOILO,MAASIN,bilog,g,small,162.5,2,3,430,5,140,296,140,509,430,5,cell pooled across sizes,0
camote,ILOILO,MAASIN,bilog,g,medium,490,2,3,430,5,140,296,140,509,430,5,cell pooled across sizes,0
camote,ILOILO,MAASIN,bilog,g,large,845,1,3,430,5,140,296,140,509,430,5,cell pooled across sizes,0
camote tops,ILOILO,MAASIN,bugkos,g,small,180,9,3,180,9,170,218,195,449,180,9,own cell x size,0
camote tops,ILOILO,MAASIN,bundle,g,large,1040,1,3,1040,1,470,31,500,101,470,31,province x item x unit,0
carrot,ILOILO,MAASIN,pieces or units,g,small,92.5,4,3,142.5,12,135,538,140,1169,92.5,4,own cell x size,0
carrot,ILOILO,MAASIN,pieces or units,g,medium,145,5,3,142.5,12,135,538,140,1169,145,5,own cell x size,0
carrot,ILOILO,MAASIN,pieces or units,g,large,245,3,3,142.5,12,135,538,140,1169,245,3,own cell x size,0
chicken,ILOILO,MAASIN,whole (chicken),g,large,1122.5,4,3,1122.5,4,1035,180,1120,468,1122.5,4,own cell x size,0
"crackers, cookies, buiscuits, chips/curls",ILOILO,MAASIN,pack,g,small,300,7,3,300,7,302.5,32,300,63,300,7,own cell x size,0
"crackers, cookies, buiscuits, chips/curls",ILOILO,MAASIN,pieces or units,g,small,28,7,3,28,7,32,227,32,505,28,7,own cell x size,0
fresh fish,ILOILO,MAASIN,pieces or units,g,small,415,3,3,570,5,390,368,390,685,570,5,cell pooled across sizes,0
fresh fish,ILOILO,MAASIN,pieces or units,g,medium,720,2,3,570,5,390,368,390,685,570,5,cell pooled across sizes,0
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",ILOILO,MAASIN,putos,g,small,50,3,3,50,3,60,52,58,82,50,3,own cell x size,0
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",ILOILO,MAASIN,small cup,g,small,115,2,3,207.5,4,100,71,100,120,207.5,4,cell pooled across sizes,0
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",ILOILO,MAASIN,small cup,g,medium,322.5,2,3,207.5,4,100,71,100,120,207.5,4,cell pooled across sizes,0
"liquor (e.g, whisky, coconut wine)",ILOILO,MAASIN,lipid/lapad,mL,medium,375,6,3,375,6,375,267,375,618,375,6,own cell x size,0
"liquor (e.g, whisky, coconut wine)",ILOILO,MAASIN,long-neck,mL,medium,750,6,3,750,6,750,185,750,478,750,6,own cell x size,0
loaf bread,ILOILO,MAASIN,large packs,g,large,700,1,3,700,1,640,188,640,411,640,188,province x item x unit,0
loaf bread,ILOILO,MAASIN,medium packs,g,medium,550,2,3,550,2,450,160,450,352,450,160,province x item x unit,0
pork,ILOILO,MAASIN,pieces or units,g,medium,255,4,2,255,4,260,15,260,15,255,4,own cell x size,0
"preserved or processed meat (tocino, tapa, longaniza, etc)",ILOILO,MAASIN,pack,g,small,200,5,3,212.5,10,250,70,250,85,200,5,own cell x size,0
"preserved or processed meat (tocino, tapa, longaniza, etc)",ILOILO,MAASIN,pack,g,medium,225,5,3,212.5,10,250,70,250,85,225,5,own cell x size,0
"preserved or processed meat (tocino, tapa, longaniza, etc)",ILOILO,MAASIN,putos,g,small,200,1,3,200,1,250,182,250,473,250,182,province x item x unit,0
rice,ILOILO,MAASIN,sack of rice,g,conventional_nsu,25000,3,1,25000,3,25000,3,25000,3,25000,3,own cell x size,0
cabbage,ILOILO,MIAGAO,pieces or units,g,small,450,6,3,610,16,660,543,655,1306,450,6,own cell x size,0
cabbage,ILOILO,MIAGAO,pieces or units,g,medium,630,5,3,610,16,660,543,655,1306,630,5,own cell x size,0
cabbage,ILOILO,MIAGAO,pieces or units,g,large,810,5,3,610,16,660,543,655,1306,810,5,own cell x size,0
camote tops,ILOILO,MIAGAO,bugkos,g,small,125,7,3,125,7,170,218,195,449,125,7,own cell x size,0
carrot,ILOILO,MIAGAO,pieces or units,g,small,105,5,3,147.5,14,135,538,140,1169,105,5,own cell x size,0
carrot,ILOILO,MIAGAO,pieces or units,g,medium,155,5,3,147.5,14,135,538,140,1169,155,5,own cell x size,0
carrot,ILOILO,MIAGAO,pieces or units,g,large,275,4,3,147.5,14,135,538,140,1169,275,4,own cell x size,0
chicken,ILOILO,MIAGAO,whole (chicken),g,small,710,5,3,1000,15,1035,180,1120,468,710,5,own cell x size,0
chicken,ILOILO,MIAGAO,whole (chicken),g,medium,1055,6,3,1000,15,1035,180,1120,468,1055,6,own cell x size,0
chicken,ILOILO,MIAGAO,whole (chicken),g,large,1542.5,4,3,1000,15,1035,180,1120,468,1542.5,4,own cell x size,0
"crackers, cookies, buiscuits, chips/curls",ILOILO,MIAGAO,pieces or units,g,small,24.5,4,3,34,12,32,227,32,505,24.5,4,own cell x size,0
"crackers, cookies, buiscuits, chips/curls",ILOILO,MIAGAO,pieces or units,g,medium,35,5,3,34,12,32,227,32,505,35,5,own cell x size,0
"crackers, cookies, buiscuits, chips/curls",ILOILO,MIAGAO,pieces or units,g,large,100,3,3,34,12,32,227,32,505,100,3,own cell x size,0
"drinks at restaurant, hotel, cafe, or kiosk",ILOILO,MIAGAO,pieces,g,small,335,1,3,335,1,437.5,12,450,25,437.5,12,province x item x unit,0
"drinks at restaurant, hotel, cafe, or kiosk",ILOILO,MIAGAO,pieces,mL,small,272.5,2,3,272.5,2,355,65,355,164,355,65,province x item x unit,0
fresh fish,ILOILO,MIAGAO,pieces or units,g,small,273,4,3,565,10,390,368,390,685,273,4,own cell x size,0
fresh fish,ILOILO,MIAGAO,pieces or units,g,medium,640,3,3,565,10,390,368,390,685,640,3,own cell x size,0
fresh fish,ILOILO,MIAGAO,pieces or units,g,large,1340,3,3,565,10,390,368,390,685,1340,3,own cell x size,0
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",ILOILO,MIAGAO,putos,g,small,55,3,3,55,3,60,52,58,82,55,3,own cell x size,0
