province,pull_municipal_city,cons_name,harmonized_nsu_unit,n_raw_units,raw_units,points_pooled,points_naive
ANTIQUE,TOBIAS FORNIER,rice,gantang,1,ganta,1,1
ANTIQUE,VALDERRAMA,camote tops,bugkos,1,bugkos,1,1
ANTIQUE,VALDERRAMA,camote tops,bundle,1,bundle,1,1
ANTIQUE,VALDERRAMA,chicken,bilog,1,bilog,1,1
ANTIQUE,VALDERRAMA,"crackers, cookies, buiscuits, chips/curls",pieces or units,1,bilog,1,1
ANTIQUE,VALDERRAMA,"drinks at restaurant, hotel, cafe, or kiosk",pieces,1,pieces,1,1
ANTIQUE,VALDERRAMA,loaf bread,medium packs,1,medium nga putos,1,1
ANTIQUE,VALDERRAMA,loaf bread,tama-tama nga putos,1,tama-tama nga putos,1,1
ANTIQUE,VALDERRAMA,"prawns, lobster, shrimp",plastic,1,plastic,1,1
ANTIQUE,VALDERRAMA,"preserved or processed meat (tocino, tapa, longaniza, etc)",pieces or units,1,binilog,1,1
ANTIQUE,VALDERRAMA,rice,salmon,1,salmon,1,1
CAPIZ,CUARTERO,cabbage,pieces or units,1,bilog,1,1
CAPIZ,CUARTERO,camote tops,bugkos,1,bugkos,1,1
CAPIZ,CUARTERO,carrot,pieces or units,1,bilog,1,1
CAPIZ,CUARTERO,chicken,pieces or units,1,pieces or units,1,1
CAPIZ,CUARTERO,"crackers, cookies, buiscuits, chips/curls",pieces or units,1,bilog,1,1
CAPIZ,CUARTERO,"crackers, cookies, buiscuits, chips/curls",putos,1,putos,1,1
CAPIZ,CUARTERO,fresh fish,pieces or units,1,bilog,1,1
CAPIZ,CUARTERO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",cone,1,cone of an ice cream,1,1
CAPIZ,CUARTERO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,1,gamay nga cup,1,1
CAPIZ,CUARTERO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",tupperware,1,tupperware medium size,1,1
CAPIZ,CUARTERO,mango,pieces or units,1,bilog,1,1
CAPIZ,CUARTERO,"prawns, lobster, shrimp",tumpok,1,tumpok,1,1
CAPIZ,CUARTERO,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,1,bilog,1,1
CAPIZ,CUARTERO,rice,salmon,1,salmon,1,1
CAPIZ,DAO,cabbage,pieces or units,1,bilog,1,1
CAPIZ,DAO,cabbage,small packs,1,small packs,1,1
CAPIZ,DAO,camote,bilog,1,bilog,1,1
CAPIZ,DAO,camote tops,bugkos,1,bugkos,1,1
CAPIZ,DAO,carrot,pieces or units,1,bilog,1,1
CAPIZ,DAO,carrot,putos (mix vegetable),1,putos /mix mix,1,1
CAPIZ,DAO,"drinks at restaurant, hotel, cafe, or kiosk",pieces,1,pieces,1,1
CAPIZ,DAO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,1,putos,1,1
CAPIZ,DAO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,1,gamay nga cup,1,1
CAPIZ,DAO,loaf bread,medium packs,1,medium,1,1
CAPIZ,DAO,loaf bread,small packs,1,small,1,1
CAPIZ,DAO,mango,pieces or units,1,bilog,1,1
CAPIZ,DAO,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,1,bilog,1,1
CAPIZ,DAO,"preserved or processed meat (tocino, tapa, longaniza, etc)",cans,1,lata,1,1
CAPIZ,DUMALAG,cabbage,pack,1,in a pack,1,1
CAPIZ,DUMALAG,cabbage,pieces or units,1,bilog,1,1
CAPIZ,DUMALAG,camote,bilog,1,bilog,1,1
CAPIZ,DUMALAG,camote tops,bugkos,1,bugkos,1,1
CAPIZ,DUMALAG,camote tops,bundle,1,bundle,1,1
CAPIZ,DUMALAG,carrot,pieces or units,1,bilog,1,1
CAPIZ,DUMALAG,"crackers, cookies, buiscuits, chips/curls",pieces or units,1,bilog,1,1
CAPIZ,DUMALAG,"drinks at restaurant, hotel, cafe, or kiosk",pieces,1,pieces,1,1
CAPIZ,DUMALAG,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,1,bilog,1,1
CAPIZ,DUMALAG,mango,pieces or units,1,bilog,1,1
CAPIZ,DUMALAG,"mineral or spring water, all drinking water sold in containers",container,1,container,1,1
CAPIZ,DUMALAG,"prawns, lobster, shrimp",tumpok,1,tumpok,1,1
CAPIZ,DUMALAG,rice,letse,1,letse,1,1
CAPIZ,DUMARAO,cabbage,pieces or units,1,bilog,1,1
CAPIZ,DUMARAO,camote tops,bugkos,1,bugkos,1,1
CAPIZ,DUMARAO,camote tops,bundle,1,bundle,1,1
CAPIZ,DUMARAO,carrot,pack,1,pack,1,1
CAPIZ,DUMARAO,carrot,pieces or units,1,bilog,1,1
CAPIZ,DUMARAO,fresh fish,pack,1,pack,1,1
CAPIZ,DUMARAO,fresh fish,pieces or units,1,bilog,1,1
CAPIZ,DUMARAO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,1,bilog,1,1
CAPIZ,DUMARAO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,1,putos,1,1
CAPIZ,DUMARAO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,1,gamay nga cup,1,1
CAPIZ,DUMARAO,loaf bread,large packs,1,large,1,1
CAPIZ,DUMARAO,loaf bread,small packs,1,small,1,1
CAPIZ,DUMARAO,"prawns, lobster, shrimp",tumpok,1,tumpok,1,1
CAPIZ,DUMARAO,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,1,bilog,1,1
CAPIZ,DUMARAO,rice,letse,1,letse,1,1
CAPIZ,IVISAN,camote,bilog,1,bilog,1,1
CAPIZ,IVISAN,camote tops,bugkos,1,bugkos,1,1
CAPIZ,IVISAN,camote tops,bundle,1,bundle,1,1
CAPIZ,IVISAN,"crackers, cookies, buiscuits, chips/curls",large packs,1,large packs,1,1
CAPIZ,IVISAN,"crackers, cookies, buiscuits, chips/curls",pack,1,packs,1,1
CAPIZ,IVISAN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,1,bilog,1,1
CAPIZ,IVISAN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,1,putos,1,1
CAPIZ,IVISAN,mango,pieces or units,1,bilog,1,1
CAPIZ,IVISAN,"prawns, lobster, shrimp",1 pc. prawn,1,1 pc. prawn,1,1
CAPIZ,IVISAN,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,1,bilog,1,1
CAPIZ,IVISAN,"preserved or processed meat (tocino, tapa, longaniza, etc)",pack,1,packs,1,1
CAPIZ,JAMINDAN,camote tops,bugkos,1,bugkos,1,1
CAPIZ,JAMINDAN,camote tops,bundle,1,bundle,1,1
CAPIZ,JAMINDAN,camote tops,cassava leaves,1,cassava leaves,1,1
CAPIZ,JAMINDAN,chicken,chicken wings,1,chicken wings,1,1
CAPIZ,JAMINDAN,chicken,pieces or units,1,binilog,1,1
CAPIZ,JAMINDAN,"crackers, cookies, buiscuits, chips/curls",pieces or units,1,bilog,1,1
CAPIZ,JAMINDAN,"drinks at restaurant, hotel, cafe, or kiosk",pieces,1,pieces,1,1
CAPIZ,JAMINDAN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,1,bilog,1,1
CAPIZ,JAMINDAN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,1,putos,1,1
CAPIZ,JAMINDAN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",tub,1,tub,1,1
CAPIZ,JAMINDAN,"liquor (e.g, whisky, coconut wine)",long-neck,1,long-neck,1,1
CAPIZ,JAMINDAN,loaf bread,individual,1,individual,1,1
CAPIZ,JAMINDAN,loaf bread,medium packs,1,medium,1,1
CAPIZ,JAMINDAN,loaf bread,pieces,1,pieces,1,1
CAPIZ,JAMINDAN,"prawns, lobster, shrimp",tumpok,1,tumpok,1,1
CAPIZ,JAMINDAN,rice,salmon,1,salmon,1,1
CAPIZ,MA-AYON,cabbage,pack,1,pack,1,1
CAPIZ,MA-AYON,cabbage,pieces or units,1,bilog,1,1
CAPIZ,MA-AYON,camote,bilog,1,bilog,1,1
CAPIZ,MA-AYON,camote,small size plastic,1,small size plastic,1,1
CAPIZ,MA-AYON,camote tops,bugkos,1,bugkos,1,1
CAPIZ,MA-AYON,camote tops,bundle,1,bundle,1,1
CAPIZ,MA-AYON,carrot,pack,1,pack,1,1
CAPIZ,MA-AYON,carrot,pieces or units,1,bilog,1,1
CAPIZ,MA-AYON,chicken,1order,1,1order,1,1
CAPIZ,MA-AYON,chicken,pack,1,pack,1,1
CAPIZ,MA-AYON,chicken,slice,1,slice,1,1
CAPIZ,MA-AYON,chicken,tingi tingi,1,tingi tingi,1,1
CAPIZ,MA-AYON,"crackers, cookies, buiscuits, chips/curls",big can,1,big can,1,1
CAPIZ,MA-AYON,fresh fish,pack,1,putos,1,1
CAPIZ,MA-AYON,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,1,gamay nga cup,1,1
CAPIZ,MA-AYON,loaf bread,tama-tama nga putos,1,tama-tama nga putos,1,1
CAPIZ,MA-AYON,mango,pieces or units,1,bilog,1,1
CAPIZ,MA-AYON,pork,1 order,1,1 order,1,1
CAPIZ,MA-AYON,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,1,bilog,1,1
CAPIZ,MA-AYON,"preserved or processed meat (tocino, tapa, longaniza, etc)",cans,1,lata,1,1
CAPIZ,MA-AYON,rice,salmon,1,salmon,1,1
CAPIZ,MAMBUSAO,beer,case,1,1 case,1,1
CAPIZ,MAMBUSAO,cabbage,pieces or units,1,bilog,1,1
CAPIZ,MAMBUSAO,camote tops,bugkos,1,bugkos,1,1
CAPIZ,MAMBUSAO,camote tops,bundle,1,bundle,1,1
CAPIZ,MAMBUSAO,carrot,pieces or units,1,bilog,1,1
CAPIZ,MAMBUSAO,chicken,bilog,1,bilog,1,1
CAPIZ,MAMBUSAO,"crackers, cookies, buiscuits, chips/curls",balde,1,balde,1,1
CAPIZ,MAMBUSAO,fresh fish,pieces or units,1,bilog,1,1
CAPIZ,MAMBUSAO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",bowl,1,bowl,1,1
CAPIZ,MAMBUSAO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",cone,1,cone,1,1
CAPIZ,MAMBUSAO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,1,gamay nga cup,1,1
CAPIZ,MAMBUSAO,"liquor (e.g, whisky, coconut wine)",long-neck,1,long-neck,1,1
CAPIZ,MAMBUSAO,loaf bread,medium packs,1,medium,1,1
CAPIZ,MAMBUSAO,loaf bread,pieces,1,pieces,1,1
CAPIZ,MAMBUSAO,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,1,bilog,1,1
CAPIZ,PANAY,beer,case,1,case,1,1
CAPIZ,PANAY,cabbage,pieces or units,1,bilog,1,1
CAPIZ,PANAY,cabbage,putos (mix vegetable),1,packs of mix vegies,1,1
CAPIZ,PANAY,cabbage,tumpok,1,tumpok,1,1
CAPIZ,PANAY,camote,bilog,1,bilog,1,1
CAPIZ,PANAY,camote tops,bugkos,1,bugkos,1,1
CAPIZ,PANAY,camote tops,"cassava & malunggay leaves, paco or fern, squash leaves",1,"cassava & malunggay leaves, paco or fern, squash leaves",1,1
CAPIZ,PANAY,carrot,pieces or units,1,bilog,1,1
CAPIZ,PANAY,carrot,putos (mix vegetable),1,packs of mix veges,1,1
CAPIZ,PANAY,carrot,tumpok,1,tumpok,1,1
CAPIZ,PANAY,chicken,slice,1,sliced,1,1
CAPIZ,PANAY,"drinks at restaurant, hotel, cafe, or kiosk",pieces,1,pieces,1,1
CAPIZ,PANAY,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,1,putos,1,1
CAPIZ,PANAY,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,1,gamay nga cup,1,1
CAPIZ,PANAY,loaf bread,medium packs,1,medium,1,1
CAPIZ,PANAY,loaf bread,per piece,1,per piece,1,1
CAPIZ,PANAY,loaf bread,piece,1,piece,1,1
CAPIZ,PANAY,"mineral or spring water, all drinking water sold in containers",distilled water,1,distilled water,1,1
CAPIZ,PANAY,pork,pack,1,pack,1,1
CAPIZ,PANAY,"prawns, lobster, shrimp",caltex,1,caltex,1,1
CAPIZ,PANAY,"prawns, lobster, shrimp",cup,1,cup,1,1
CAPIZ,PANAY,"prawns, lobster, shrimp",tumpok,1,tumpok,1,1
CAPIZ,PANAY,"preserved or processed meat (tocino, tapa, longaniza, etc)",role,1,role,1,1
CAPIZ,PANAY,rice,letse,1,letse,1,1
CAPIZ,PANITAN,cabbage,half,1,half of 1 unit/pieces,1,1
CAPIZ,PANITAN,cabbage,pack,1,shredded cabbage,1,1
CAPIZ,PANITAN,cabbage,putos (mix vegetable),1,mixmix,1,1
CAPIZ,PANITAN,camote,bilog,1,bilog,1,1
CAPIZ,PANITAN,camote tops,bugkos,1,bugkos,1,1
CAPIZ,PANITAN,carrot,pieces or units,1,bilog,1,1
CAPIZ,PANITAN,carrot,putos (mix vegetable),1,mixmix,1,1
CAPIZ,PANITAN,"drinks at restaurant, hotel, cafe, or kiosk",pieces,1,pieces,1,1
CAPIZ,PANITAN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,1,bilog,1,1
CAPIZ,PANITAN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,1,putos,1,1
CAPIZ,PANITAN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,1,gamay nga cup,1,1
CAPIZ,PANITAN,"liquor (e.g, whisky, coconut wine)",long-neck,1,long-neck,1,1
CAPIZ,PANITAN,loaf bread,medium packs,1,medium,1,1
CAPIZ,PANITAN,loaf bread,tama-tama nga putos,1,tama-tama nga putos,1,1
CAPIZ,PANITAN,"prawns, lobster, shrimp",tumpok,1,tumpok,1,1
CAPIZ,PANITAN,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,1,bilog,1,1
CAPIZ,PILAR,cabbage,mix vegetables (per tumbok),1,mix vegetables (per tumbok),1,1
CAPIZ,PILAR,cabbage,pieces or units,1,bilog,1,1
CAPIZ,PILAR,camote,bilog,1,bilog,1,1
CAPIZ,PILAR,camote tops,bugkos,1,bugkos,1,1
CAPIZ,PILAR,carrot,mix vegetables (per tumpok),1,mix vegetables (per tumpok),1,1
CAPIZ,PILAR,carrot,pieces or units,1,bilog,1,1
CAPIZ,PILAR,fresh fish,pinutos / plastic,1,50 pesos per pinutos or plastic,1,1
CAPIZ,PILAR,fresh fish,puts or plastic,1,puts or plastic,1,1
CAPIZ,PILAR,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",ice cream stick,1,ice cream stick,1,1
CAPIZ,PILAR,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,1,bilog,1,1
CAPIZ,PILAR,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,1,putos,1,1
CAPIZ,PILAR,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,1,gamay nga cup,1,1
CAPIZ,PILAR,"liquor (e.g, whisky, coconut wine)",long-neck,1,long-neck,1,1
CAPIZ,PILAR,loaf bread,medium packs,1,medium,1,1
CAPIZ,PILAR,loaf bread,piece,1,piece,1,1
CAPIZ,PILAR,loaf bread,tama-tama nga putos,1,tama-tama nga putos,1,1
CAPIZ,PILAR,mango,"papaya, mango, banana",1,"papaya, mango, banana",1,1
CAPIZ,PILAR,"prawns, lobster, shrimp",tumpok,1,tumpok,1,1
CAPIZ,PILAR,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,1,bilog,1,1
CAPIZ,PONTEVEDRA,cabbage,pieces or units,1,bilog,1,1
CAPIZ,PONTEVEDRA,camote,bilog,1,bilog,1,1
CAPIZ,PONTEVEDRA,camote tops,bugkos,1,bugkos,1,1
CAPIZ,PONTEVEDRA,"drinks at restaurant, hotel, cafe, or kiosk",pieces,1,pieces,1,1
CAPIZ,PONTEVEDRA,fresh fish,pieces or units,1,bilog,1,1
CAPIZ,PONTEVEDRA,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",plastic cup,1,1 plastic cup,1,1
CAPIZ,PONTEVEDRA,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,1,putos,1,1
CAPIZ,PONTEVEDRA,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,1,gamay nga cup,1,1
CAPIZ,PONTEVEDRA,loaf bread,small packs,1,small,1,1
CAPIZ,PONTEVEDRA,"prawns, lobster, shrimp",1 k caltex(kabo),1,1 k caltex(kabo),1,1
CAPIZ,PONTEVEDRA,"prawns, lobster, shrimp",tumpok,1,tumpok,1,1
CAPIZ,PRESIDENT ROXAS,cabbage,pieces or units,1,bilog,1,1
CAPIZ,PRESIDENT ROXAS,cabbage,putos (mix vegetable),1,mixmix,1,1
CAPIZ,PRESIDENT ROXAS,camote tops,bugkos,1,bugkos,1,1
CAPIZ,PRESIDENT ROXAS,carrot,pieces or units,1,bilog,1,1
CAPIZ,PRESIDENT ROXAS,carrot,putos (mix vegetable),1,mixmix,1,1
CAPIZ,PRESIDENT ROXAS,chicken,bilog,1,bilog,1,1
CAPIZ,PRESIDENT ROXAS,"drinks at restaurant, hotel, cafe, or kiosk",pieces,1,pieces,1,1
CAPIZ,PRESIDENT ROXAS,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,1,putos,1,1
CAPIZ,PRESIDENT ROXAS,loaf bread,large packs,1,large,1,1
CAPIZ,PRESIDENT ROXAS,loaf bread,medium packs,1,medium,1,1
CAPIZ,PRESIDENT ROXAS,loaf bread,small packs,1,small,1,1
CAPIZ,PRESIDENT ROXAS,mango,pieces or units,1,bilog,1,1
CAPIZ,PRESIDENT ROXAS,pork,2 slice,1,2 slice,1,1
CAPIZ,PRESIDENT ROXAS,"prawns, lobster, shrimp",tumpok,1,tumpok,1,1
CAPIZ,PRESIDENT ROXAS,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,1,bilog,1,1
CAPIZ,SAPI-AN,cabbage,pieces or units,1,bilog,1,1
CAPIZ,SAPI-AN,cabbage,putos (mix vegetable),1,mixmix,1,1
CAPIZ,SAPI-AN,camote tops,bugkos,1,bugkos,1,1
CAPIZ,SAPI-AN,camote tops,bundle,1,bundle,1,1
CAPIZ,SAPI-AN,carrot,pieces or units,1,bilog,1,1
CAPIZ,SAPI-AN,carrot,putos (mix vegetable),1,mixmix,1,1
CAPIZ,SAPI-AN,"crackers, cookies, buiscuits, chips/curls",pack,1,packs,1,1
CAPIZ,SAPI-AN,"drinks at restaurant, hotel, cafe, or kiosk",pieces,1,pieces,1,1
CAPIZ,SAPI-AN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,1,putos,1,1
CAPIZ,SAPI-AN,"liquor (e.g, whisky, coconut wine)",long-neck,1,long-neck,1,1
CAPIZ,SAPI-AN,loaf bread,large packs,1,large,1,1
CAPIZ,SAPI-AN,loaf bread,tama-tama nga putos,1,tama-tama nga putos,1,1
CAPIZ,SAPI-AN,mango,pieces or units,1,bilog,1,1
CAPIZ,SAPI-AN,"mineral or spring water, all drinking water sold in containers",refilled,1,refilled,1,1
CAPIZ,SAPI-AN,"prawns, lobster, shrimp",tumpok,1,tumpok,1,1
CAPIZ,SAPI-AN,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,1,bilog,1,1
CAPIZ,SAPI-AN,rice,gantang,1,ganta,1,1
CAPIZ,SAPI-AN,rice,letse,1,letse,1,1
CAPIZ,SIGMA,cabbage,half,1,half slice,1,1
CAPIZ,SIGMA,cabbage,pack,1,putos,1,1
CAPIZ,SIGMA,cabbage,pieces or units,1,bilog,1,1
CAPIZ,SIGMA,cabbage,putos (mix vegetable),1,mix slice of cabbage,1,1
CAPIZ,SIGMA,camote,bilog,1,bilog,1,1
CAPIZ,SIGMA,camote,tumpok,1,tumpok,1,1
CAPIZ,SIGMA,camote tops,bugkos,1,bugkos,1,1
CAPIZ,SIGMA,camote tops,bundle,1,bundle,1,1
CAPIZ,SIGMA,carrot,mix slice of carrot,1,mix slice of carrot,1,1
CAPIZ,SIGMA,carrot,pieces or units,1,bilog,1,1
CAPIZ,SIGMA,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",cone,1,cone,1,1
CAPIZ,SIGMA,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",tub,1,tub,1,1
CAPIZ,SIGMA,loaf bread,tama-tama nga putos,1,tama-tama nga putos,1,1
CAPIZ,SIGMA,mango,pieces or units,1,bilog,1,1
CAPIZ,SIGMA,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,1,bilog,1,1
CAPIZ,SIGMA,"preserved or processed meat (tocino, tapa, longaniza, etc)",cans,1,lata,1,1
CAPIZ,SIGMA,rice,salmon,1,salmon,1,1
CAPIZ,TAPAZ,cabbage,pack,1,pack,1,1
CAPIZ,TAPAZ,cabbage,pieces or units,1,bilog,1,1
CAPIZ,TAPAZ,camote,bilog,1,bilog,1,1
CAPIZ,TAPAZ,camote tops,bugkos,1,bugkos,1,1
CAPIZ,TAPAZ,carrot,pieces or units,1,bilog,1,1
CAPIZ,TAPAZ,"drinks at restaurant, hotel, cafe, or kiosk",pieces,1,pieces,1,1
CAPIZ,TAPAZ,fresh fish,pieces or units,1,bilog,1,1
CAPIZ,TAPAZ,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",cone,1,cone,1,1
CAPIZ,TAPAZ,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,1,putos,1,1
CAPIZ,TAPAZ,"liquor (e.g, whisky, coconut wine)",long-neck,1,long-neck,1,1
CAPIZ,TAPAZ,loaf bread,medium packs,1,medium,1,1
CAPIZ,TAPAZ,loaf bread,tama-tama nga putos,1,tama-tama nga putos,1,1
CAPIZ,TAPAZ,mango,pieces or units,1,bilog,1,1
CAPIZ,TAPAZ,"mineral or spring water, all drinking water sold in containers",5-gallon blue container,1,5 gallon black container,1,1
CAPIZ,TAPAZ,"prawns, lobster, shrimp",tumpok,1,tumpok,1,1
CAPIZ,TAPAZ,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,1,bilog,1,1
ILOILO,AJUY,camote,bilog,1,bilog,1,1
ILOILO,AJUY,camote tops,bugkos,1,bugkos,1,1
ILOILO,AJUY,carrot,pack,1,pack,1,1
ILOILO,AJUY,carrot,pieces or units,1,bilog,1,1
ILOILO,AJUY,"crackers, cookies, buiscuits, chips/curls",cans,1,can,1,1
ILOILO,AJUY,"crackers, cookies, buiscuits, chips/curls",pieces or units,1,bilog,1,1
ILOILO,AJUY,fresh fish,tumpok,1,tumpok,1,1
ILOILO,AJUY,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",bowl,1,yahong,1,1
ILOILO,AJUY,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",cone,1,cone of an ice cream,1,1
ILOILO,AJUY,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,1,bilog,1,1
ILOILO,AJUY,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,1,gamay nga cup,1,1
ILOILO,AJUY,"prawns, lobster, shrimp",pack,1,packs,1,1
ILOILO,ALIMODIAN,cabbage,putos (mix vegetable),1,mixmix,1,1
ILOILO,ALIMODIAN,camote tops,bugkos,1,bugkos,1,1
ILOILO,ALIMODIAN,carrot,putos (mix vegetable),1,mixmix,1,1
ILOILO,ALIMODIAN,chicken,patupong,1,patupong,1,1
ILOILO,ALIMODIAN,"crackers, cookies, buiscuits, chips/curls",putos,1,putos,1,1
ILOILO,ALIMODIAN,"crackers, cookies, buiscuits, chips/curls",tupper ware,1,tupper ware,1,1
ILOILO,ALIMODIAN,"drinks at restaurant, hotel, cafe, or kiosk",pieces,1,pieces,1,1
ILOILO,ALIMODIAN,fresh fish,pieces or units,1,bilog,1,1
ILOILO,ALIMODIAN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",plastic cup,1,plastic cup,1,1
ILOILO,ALIMODIAN,"liquor (e.g, whisky, coconut wine)",4 later galon,1,4 later galon,1,1
ILOILO,ALIMODIAN,"liquor (e.g, whisky, coconut wine)",long-neck,1,long-neck,1,1
ILOILO,ALIMODIAN,loaf bread,small packs,1,gagmay nga putos,1,1
ILOILO,ALIMODIAN,loaf bread,tama-tama nga putos,1,tama-tama nga putos,1,1
ILOILO,ALIMODIAN,mango,pieces or units,1,bilog,1,1
ILOILO,ALIMODIAN,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,1,bilog,1,1
ILOILO,ANILAO,camote tops,bugkos,1,bugkos,1,1
ILOILO,ANILAO,carrot,pieces or units,1,bilog,1,1
ILOILO,ANILAO,chicken,whole (chicken),1,whole (chicken),1,1
ILOILO,ANILAO,fresh fish,pack,1,putos,1,1
ILOILO,ANILAO,fresh fish,pieces or units,1,bilog,1,1
ILOILO,ANILAO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,1,bilog,1,1
ILOILO,ANILAO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,1,gamay nga cup,1,1
ILOILO,BADIANGAN,cabbage,half,1,half,1,1
ILOILO,BADIANGAN,camote,bilog,1,bilog,1,1
ILOILO,BADIANGAN,camote tops,bugkos,1,bugkos,1,1
ILOILO,BADIANGAN,camote tops,bundle,1,bundle,1,1
ILOILO,BADIANGAN,carrot,pieces or units,1,bilog,1,1
ILOILO,BADIANGAN,"crackers, cookies, buiscuits, chips/curls",tupperware,1,tupperware,1,1
ILOILO,BADIANGAN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,1,putos,1,1
ILOILO,BADIANGAN,"liquor (e.g, whisky, coconut wine)",junior lapad,1,junior,1,1
ILOILO,BADIANGAN,loaf bread,plastic bag,1,plastic bag,1,1
ILOILO,BADIANGAN,mango,pieces or units,1,bilog,1,1
ILOILO,BADIANGAN,pork,slice,1,slice,1,1
ILOILO,BADIANGAN,rice,letse,1,letse,1,1
ILOILO,BALASAN,cabbage,pieces or units,1,bilog,1,1
ILOILO,BALASAN,camote,bilog,1,bilog,1,1
ILOILO,BALASAN,camote tops,bugkos,1,bugkos,1,1
ILOILO,BALASAN,camote tops,bundle,1,bundle,1,1
ILOILO,BALASAN,"crackers, cookies, buiscuits, chips/curls",pack,1,packs,1,1
ILOILO,BALASAN,fresh fish,pack,1,putos,1,1
ILOILO,BALASAN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,1,bilog,1,1
ILOILO,BALASAN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,1,putos,1,1
ILOILO,BALASAN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,1,gamay nga cup,1,1
ILOILO,BALASAN,loaf bread,medium packs,1,medium,1,1
ILOILO,BALASAN,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,1,bilog,1,1
ILOILO,BALASAN,"preserved or processed meat (tocino, tapa, longaniza, etc)",pack,1,packs,1,1
ILOILO,BALASAN,rice,gantang,1,ganta,1,1
ILOILO,BALASAN,rice,salmon,1,salmon,1,1
ILOILO,BANATE,camote tops,bugkos,1,bugkos,1,1
ILOILO,BANATE,camote tops,bundle,1,bundle,1,1
ILOILO,BANATE,"crackers, cookies, buiscuits, chips/curls",pieces or units,1,bilog,1,1
