bucket,prov,mun,item,harm,n_psps_obs
convertible from its own cell,ILOILO,TIGBAUAN,camote,bilog,2
convertible from its own cell,CAPIZ,JAMINDAN,loaf bread,medium packs,2
convertible from its own cell,NEGROS OCCIDENTAL,CANDONI,"liquor (e.g, whisky, coconut wine)",long-neck,2
convertible from its own cell,NEGROS OCCIDENTAL,CANDONI,loaf bread,small packs,2
convertible from its own cell,ILOILO,TIGBAUAN,chicken,pieces or units,2
convertible from its own cell,CAPIZ,PRESIDENT ROXAS,"prawns, lobster, shrimp",tumpok,2
convertible from its own cell,NEGROS OCCIDENTAL,HINOBA-AN (ASIA),"liquor (e.g, whisky, coconut wine)",long-neck,2
convertible from its own cell,ILOILO,ZARRAGA,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,2
convertible from its own cell,CAPIZ,PILAR,fresh fish,pieces or units,2
convertible from its own cell,ANTIQUE,SEBASTE,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,2
convertible from its own cell,NEGROS OCCIDENTAL,HINOBA-AN (ASIA),loaf bread,small packs,2
convertible from its own cell,NEGROS OCCIDENTAL,BINALBAGAN,chicken,bilog,2
convertible from its own cell,ILOILO,SAN JOAQUIN,camote,bilog,2
convertible from its own cell,NEGROS OCCIDENTAL,BINALBAGAN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,2
