pull_province,pull_item,pull_municipal_city,harmonized_nsu_unit,p_g,conv_rank,corrected_unit,d_reclassified,k_use,n_points,d_point_usable,unusable_why,w_g,n_g,n_disputed,n_uncertain,group_id,n_filled,n_empty,branch,w_use,v_use,hetero_code,share_uncertain,d_thin
AKLAN,"crackers, cookies, buiscuits, chips/curls",MADALAG,pieces or units,56,1,g,0,1,1,1,,31.5,8,0,0,1,1,0,3,31.5,1.777777777777778,,0,0
AKLAN,"crackers, cookies, buiscuits, chips/curls",MADALAG,putos,60,,g,0,,1,1,,315,6,0,0,1,,,2,315,.1904761904761905,municipality_median,0,0
AKLAN,fresh fish,MADALAG,pieces or units,115,1,g,0,1,1,1,,437.5,12,4,4,1,1,0,3,437.5,.2628571428571428,,.3333333333333333,0
AKLAN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",MADALAG,pieces or units,30,1,mL,0,1,1,1,,100,3,0,0,1,1,0,3,100,.3,,0,0
AKLAN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",MADALAG,putos,10,,mL,0,,1,1,,54,4,0,0,1,,,2,54,.1851851851851852,province_median,0,0
AKLAN,"liquor (e.g, whisky, coconut wine)",MADALAG,lipid/lapad,77.5,1,mL,0,2,2,1,,375,6,0,0,1,1,1,3,375,.2066666666666667,,0,0
AKLAN,"liquor (e.g, whisky, coconut wine)",MADALAG,lipid/lapad,140,2,mL,0,2,2,0,this part of the cut came back empty,,,,,,,,3,,,,,
AKLAN,"liquor (e.g, whisky, coconut wine)",MADALAG,long-neck,147.5,1,mL,0,1,1,1,,750,5,0,0,1,1,0,3,750,.1966666666666667,,0,0
AKLAN,loaf bread,MADALAG,large packs,65.625,1,g,0,2,2,1,,640,1,0,0,1,1,1,3,640,.1025390625,,0,1
AKLAN,loaf bread,MADALAG,large packs,108.75,2,g,0,2,2,0,this part of the cut came back empty,,,,,,,,3,,,,,
AKLAN,loaf bread,MADALAG,medium packs,56.25,1,g,0,2,2,1,,525,2,0,0,1,2,0,3,525,.1071428571428571,,0,1
AKLAN,loaf bread,MADALAG,medium packs,115,2,g,0,2,2,1,,660,2,0,0,2,2,0,3,660,.1742424242424243,,0,1
AKLAN,loaf bread,MADALAG,small packs,50,1,g,0,1,1,1,,220,1,0,0,1,1,0,3,220,.2272727272727273,,0,1
AKLAN,mango,MADALAG,pieces or units,60,1,g,0,1,1,1,,217.5,4,0,0,1,1,0,3,217.5,.2758620689655172,,0,0
AKLAN,mango,MADALAG,pieces or units,25,,g,0,1,1,0,"unique price, no weighing behind it",,,,,,,,3,,,,,
AKLAN,"preserved or processed meat (tocino, tapa, longaniza, etc)",MADALAG,pieces or units,47.875,1,g,0,2,2,1,,20,2,0,0,1,2,0,3,20,2.39375,,0,1
AKLAN,"preserved or processed meat (tocino, tapa, longaniza, etc)",MADALAG,pieces or units,96.25,2,g,0,2,2,1,,155,2,1,1,2,2,0,3,155,.6209677419354839,,.5,1
AKLAN,"preserved or processed meat (tocino, tapa, longaniza, etc)",MADALAG,putos,107.5,,g,0,,1,1,,330,6,0,0,1,,,2,330,.3257575757575757,municipality_median,0,0
AKLAN,cabbage,MAKATO,pieces or units,52.5,1,g,0,1,1,1,,787.5,12,0,0,1,1,0,3,787.5,.0666666666666667,,0,0
AKLAN,camote tops,MAKATO,bundle,20,1,g,1,1,1,1,,775,6,4,4,1,1,0,3,775,.0258064516129032,,.6666666666666666,0
AKLAN,carrot,MAKATO,pieces or units,50,1,g,0,1,1,1,,117.5,16,0,0,1,1,0,3,117.5,.425531914893617,,0,0
AKLAN,chicken,MAKATO,whole (chicken),196.25,1,g,0,2,2,1,,1115,3,0,0,1,2,0,3,1115,.1760089686098655,,0,0
AKLAN,chicken,MAKATO,whole (chicken),275,2,g,0,2,2,1,,1400,3,0,0,2,2,0,3,1400,.1964285714285714,,0,0
AKLAN,"crackers, cookies, buiscuits, chips/curls",MAKATO,pieces or units,9,,g,0,,1,1,,30,8,0,0,1,,,2,30,.3,municipality_median,0,0
AKLAN,"crackers, cookies, buiscuits, chips/curls",MAKATO,putos,65,,g,0,,1,1,,300,9,0,0,1,,,2,300,.2166666666666667,municipality_median,0,0
AKLAN,fresh fish,MAKATO,pieces or units,100,1,g,0,1,1,1,,455,12,1,1,1,1,0,3,455,.2197802197802198,,.0833333333333333,0
AKLAN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",MAKATO,pieces or units,40,1,g,0,1,1,1,,75,3,0,0,1,1,0,3,75,.5333333333333333,,0,0
AKLAN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",MAKATO,small cup,30,1,g,0,1,1,1,,110,5,0,0,1,1,0,3,110,.2727272727272727,,0,0
AKLAN,"liquor (e.g, whisky, coconut wine)",MAKATO,lipid/lapad,80,1,mL,0,1,1,1,,375,9,0,0,1,1,0,3,375,.2133333333333333,,0,0
AKLAN,"liquor (e.g, whisky, coconut wine)",MAKATO,long-neck,130,1,mL,0,3,3,1,,750,9,0,0,1,1,2,3,750,.1733333333333333,,0,0
AKLAN,"liquor (e.g, whisky, coconut wine)",MAKATO,long-neck,190,2,mL,0,3,3,0,this part of the cut came back empty,,,,,,,,3,,,,,
AKLAN,"liquor (e.g, whisky, coconut wine)",MAKATO,long-neck,397.5,3,mL,0,3,3,0,this part of the cut came back empty,,,,,,,,3,,,,,
AKLAN,loaf bread,MAKATO,large packs,112.5,1,g,0,2,2,1,,640,3,0,0,1,2,0,3,640,.17578125,,0,0
AKLAN,loaf bread,MAKATO,large packs,155,2,g,0,2,2,1,,705,2,0,0,2,2,0,3,705,.2198581560283688,,0,1
AKLAN,loaf bread,MAKATO,medium packs,58.75,1,g,0,2,2,1,,450,4,0,0,1,2,0,3,450,.1305555555555556,,0,0
AKLAN,loaf bread,MAKATO,medium packs,102.5,2,g,0,2,2,1,,557.5,4,0,0,2,2,0,3,557.5,.1838565022421525,,0,0
AKLAN,loaf bread,MAKATO,small packs,30,1,g,0,1,1,1,,392.5,4,0,0,1,1,0,3,392.5,.0764331210191083,,0,0
AKLAN,mango,MAKATO,pieces or units,60,1,g,0,1,1,1,,190,12,0,0,1,1,0,3,190,.3157894736842105,,0,0
AKLAN,mango,MAKATO,pieces or units,30,,g,0,1,1,0,"unique price, no weighing behind it",,,,,,,,3,,,,,
AKLAN,"prawns, lobster, shrimp",MAKATO,tumpok,60,1,g,0,1,1,1,,345,6,0,0,1,1,0,3,345,.1739130434782609,,0,0
AKLAN,"preserved or processed meat (tocino, tapa, longaniza, etc)",MAKATO,pieces or units,11,,g,0,,1,1,,65,5,1,1,1,,,2,65,.1692307692307692,municipality_median,.2,0
AKLAN,"preserved or processed meat (tocino, tapa, longaniza, etc)",MAKATO,putos,100,,g,0,,1,1,,307.5,8,0,0,1,,,2,307.5,.3252032520325203,municipality_median,0,0
AKLAN,cabbage,MALAY,pieces or units,92,1,g,0,2,2,1,,555,13,0,0,1,2,0,3,555,.1657657657657658,,0,0
AKLAN,cabbage,MALAY,pieces or units,148,2,g,0,2,2,1,,995,13,0,0,2,2,0,3,995,.1487437185929648,,0,0
AKLAN,camote,MALAY,binilog,15,1,g,0,1,1,1,,180,19,3,3,1,1,0,3,180,.0833333333333333,,.1578947368421053,0
AKLAN,camote tops,MALAY,bugkos,30,1,g,1,1,1,1,,252.5,6,1,1,1,1,0,3,252.5,.1188118811881188,,.1666666666666667,0
AKLAN,carrot,MALAY,pieces or units,40,1,g,0,1,1,1,,167.5,22,1,1,1,1,0,3,167.5,.2388059701492537,,.0454545454545455,0
AKLAN,chicken,MALAY,whole (chicken),274.5,1,g,0,2,2,1,,847.5,4,0,0,1,2,0,3,847.5,.3238938053097345,,0,0
AKLAN,chicken,MALAY,whole (chicken),375,2,g,0,2,2,1,,1232.5,4,0,0,2,2,0,3,1232.5,.3042596348884382,,0,0
AKLAN,"crackers, cookies, buiscuits, chips/curls",MALAY,pieces or units,8,,g,0,,1,1,,27.5,6,0,0,1,,,2,27.5,.2909090909090909,province_median,0,0
AKLAN,"crackers, cookies, buiscuits, chips/curls",MALAY,putos,72.5,,g,0,,1,1,,330,7,2,2,1,,,2,330,.2196969696969697,municipality_median,.2857142857142857,0
AKLAN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",MALAY,pieces or units,105,1,mL,0,1,1,1,,105,4,0,0,1,1,0,3,105,1,,0,0
AKLAN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",MALAY,putos,30,1,mL,0,1,1,1,,62.5,4,0,0,1,1,0,3,62.5,.48,,0,0
AKLAN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",MALAY,putos,120,,mL,0,1,1,0,"unique price, no weighing behind it",,,,,,,,3,,,,,
AKLAN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",MALAY,small cup,60,1,mL,0,1,1,1,,100,3,0,0,1,1,0,3,100,.6,,0,0
AKLAN,"liquor (e.g, whisky, coconut wine)",MALAY,lipid/lapad,75,1,mL,0,1,1,1,,375,9,0,0,1,1,0,3,375,.2,,0,0
AKLAN,"liquor (e.g, whisky, coconut wine)",MALAY,lipid/lapad,130,,mL,0,1,1,0,"unique price, no weighing behind it",,,,,,,,3,,,,,
AKLAN,"liquor (e.g, whisky, coconut wine)",MALAY,long-neck,367.5,1,mL,0,3,3,1,,750,8,0,0,1,2,1,3,750,.49,,0,0
AKLAN,"liquor (e.g, whisky, coconut wine)",MALAY,long-neck,536.25,3,mL,0,3,3,1,,1000,1,0,0,3,2,1,3,1000,.53625,,0,1
AKLAN,"liquor (e.g, whisky, coconut wine)",MALAY,long-neck,442.5,2,mL,0,3,3,0,this part of the cut came back empty,,,,,,,,3,,,,,
AKLAN,loaf bread,MALAY,large packs,79,1,g,0,1,1,1,,580,4,0,0,1,1,0,3,580,.1362068965517241,,0,0
AKLAN,loaf bread,MALAY,medium packs,65,1,g,0,1,1,1,,425,4,0,0,1,1,0,3,425,.1529411764705882,,0,0
AKLAN,loaf bread,MALAY,small packs,50,1,g,0,1,1,1,,300,3,0,0,1,1,0,3,300,.1666666666666667,,0,0
AKLAN,mango,MALAY,pieces or units,89.5,1,g,0,1,1,1,,230,15,0,0,1,1,0,3,230,.3891304347826087,,0,0
AKLAN,"prawns, lobster, shrimp",MALAY,tumpok,60,1,g,0,1,1,1,,265,5,0,0,1,1,0,3,265,.2264150943396226,,0,0
AKLAN,"preserved or processed meat (tocino, tapa, longaniza, etc)",MALAY,bilog,12,,g,0,,1,1,,235,2,0,0,1,,,2,235,.051063829787234,province_median,0,1
AKLAN,"preserved or processed meat (tocino, tapa, longaniza, etc)",MALAY,putos,79.5,,g,0,,2,1,,275,7,0,0,1,,,2,275,.2890909090909091,mp25_price,0,0
AKLAN,"preserved or processed meat (tocino, tapa, longaniza, etc)",MALAY,putos,120,,g,0,,2,1,,500,7,2,2,2,,,2,500,.24,mp50_price,.2857142857142857,0
AKLAN,cabbage,MALINAO,pieces or units,60,1,g,0,1,1,1,,655,9,0,0,1,1,0,3,655,.0916030534351145,,0,0
AKLAN,camote tops,MALINAO,2bond,,,g,0,,1,1,,375,4,0,0,1,,,1,375,,,0,0
AKLAN,camote tops,MALINAO,3bugkos,,,g,0,,1,1,,570,4,0,0,1,,,1,570,,,0,0
AKLAN,camote tops,MALINAO,bugkos,20,1,g,1,1,1,1,,182.5,4,0,0,1,1,0,3,182.5,.1095890410958904,,0,0
AKLAN,camote tops,MALINAO,bundle,20,1,g,0,1,1,1,,835,4,3,3,1,1,0,3,835,.0239520958083832,,.75,0
AKLAN,carrot,MALINAO,pieces or units,32.5,1,g,0,1,1,1,,180,9,0,0,1,1,0,3,180,.1805555555555556,,0,0
AKLAN,chicken,MALINAO,pieces or units,190,1,g,0,3,3,1,,300,2,0,0,1,3,0,3,300,.6333333333333333,,0,1
AKLAN,chicken,MALINAO,pieces or units,305,2,g,0,3,3,1,,562.5,2,0,0,2,3,0,3,562.5,.5422222222222223,,0,1
AKLAN,chicken,MALINAO,pieces or units,435,3,g,0,3,3,1,,1210,1,1,1,3,3,0,3,1210,.359504132231405,,1,1
AKLAN,chicken,MALINAO,whole (chicken),200,1,g,0,3,3,1,,1220,1,0,0,1,2,1,3,1220,.1639344262295082,,0,1
AKLAN,chicken,MALINAO,whole (chicken),290,2,g,0,3,3,1,,2060,1,0,0,2,2,1,3,2060,.1407766990291262,,0,1
AKLAN,chicken,MALINAO,whole (chicken),450,3,g,0,3,3,0,this part of the cut came back empty,,,,,,,,3,,,,,
AKLAN,"crackers, cookies, buiscuits, chips/curls",MALINAO,pieces or units,6.75,,g,0,,1,1,,28,6,0,0,1,,,2,28,.2410714285714286,province_median,0,0
AKLAN,"crackers, cookies, buiscuits, chips/curls",MALINAO,putos,60,,g,0,,1,1,,300,1,0,0,1,,,2,300,.2,municipality_median,0,1
AKLAN,fresh fish,MALINAO,pieces or units,100,1,g,0,1,1,1,,505,6,2,2,1,1,0,3,505,.198019801980198,,.3333333333333333,0
AKLAN,fresh fish,MALINAO,pieces or units,500,,g,0,1,1,0,"unique price, no weighing behind it",,,,,,,,3,,,,,
AKLAN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",MALINAO,pieces or units,25,1,mL,0,1,1,1,,110,3,0,0,1,1,0,3,110,.2272727272727273,,0,0
AKLAN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",MALINAO,putos,20,1,mL,0,1,1,1,,600,3,3,3,1,1,0,3,600,.0333333333333333,,1,0
AKLAN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",MALINAO,small cup,25,1,mL,0,1,1,1,,110,4,0,0,1,1,0,3,110,.2272727272727273,,0,0
AKLAN,"liquor (e.g, whisky, coconut wine)",MALINAO,lipid/lapad,65.5,1,mL,0,2,2,1,,375,6,0,0,1,1,1,3,375,.1746666666666667,,0,0
AKLAN,"liquor (e.g, whisky, coconut wine)",MALINAO,lipid/lapad,130,2,mL,0,2,2,0,this part of the cut came back empty,,,,,,,,3,,,,,
AKLAN,"liquor (e.g, whisky, coconut wine)",MALINAO,long-neck,345,1,mL,0,3,3,1,,350,5,0,0,1,3,0,3,350,.9857142857142858,,0,0
AKLAN,"liquor (e.g, whisky, coconut wine)",MALINAO,long-neck,410,2,mL,0,3,3,1,,750,5,0,0,2,3,0,3,750,.5466666666666666,,0,0
AKLAN,"liquor (e.g, whisky, coconut wine)",MALINAO,long-neck,552.5,3,mL,0,3,3,1,,1000,4,0,0,3,3,0,3,1000,.5525,,0,0
AKLAN,loaf bread,MALINAO,large packs,70,1,g,0,2,2,1,,600,3,0,0,1,2,0,3,600,.1166666666666667,,0,0
AKLAN,loaf bread,MALINAO,large packs,120,2,g,0,2,2,1,,640,2,0,0,2,2,0,3,640,.1875,,0,1
AKLAN,loaf bread,MALINAO,medium packs,60,1,g,0,1,1,1,,450,6,0,0,1,1,0,3,450,.1333333333333333,,0,0
AKLAN,loaf bread,MALINAO,small packs,28.75,1,g,0,3,3,1,,220,1,0,0,1,2,1,3,220,.1306818181818182,,0,1
AKLAN,loaf bread,MALINAO,small packs,50,2,g,0,3,3,1,,400,1,0,0,2,2,1,3,400,.125,,0,1
AKLAN,loaf bread,MALINAO,small packs,100,3,g,0,3,3,0,this part of the cut came back empty,,,,,,,,3,,,,,
AKLAN,"preserved or processed meat (tocino, tapa, longaniza, etc)",MALINAO,putos,110,,g,0,,1,1,,200,3,0,0,1,,,2,200,.55,municipality_median,0,0
AKLAN,cabbage,NABAS,pieces or units,52.5,1,g,0,1,1,1,,832.5,20,0,0,1,1,0,3,832.5,.0630630630630631,,0,0
AKLAN,camote tops,NABAS,bugkos,20,1,g,1,1,1,1,,140,5,1,1,1,1,0,3,140,.1428571428571428,,.2,0
AKLAN,carrot,NABAS,pieces or units,46.5,1,g,0,1,1,1,,150,23,1,1,1,1,0,3,150,.31,,.0434782608695652,0
AKLAN,chicken,NABAS,pieces or units,250,1,g,0,1,1,1,,140,9,1,1,1,1,0,3,140,1.785714285714286,,.1111111111111111,0
AKLAN,chicken,NABAS,pieces or units,205,,g,0,1,1,0,"unique price, no weighing behind it",,,,,,,,3,,,,,
AKLAN,chicken,NABAS,whole (chicken),250,1,g,0,1,1,1,,1110,9,0,0,1,1,0,3,1110,.2252252252252252,,0,0
AKLAN,chicken,NABAS,whole (chicken),200,,g,0,1,1,0,"unique price, no weighing behind it",,,,,,,,3,,,,,
AKLAN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",NABAS,pieces or units,57.5,1,mL,0,2,2,1,,110,4,0,0,1,1,1,3,110,.5227272727272727,,0,0
AKLAN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",NABAS,pieces or units,98.75,2,mL,0,2,2,0,this part of the cut came back empty,,,,,,,,3,,,,,
AKLAN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",NABAS,putos,30,1,mL,0,1,1,1,,650,4,4,4,1,1,0,3,650,.0461538461538462,,1,0
AKLAN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",NABAS,putos,180,,mL,0,1,1,0,"unique price, no weighing behind it",,,,,,,,3,,,,,
AKLAN,"liquor (e.g, whisky, coconut wine)",NABAS,lipid/lapad,80,1,mL,0,1,1,1,,375,3,0,0,1,1,0,3,375,.2133333333333333,,0,0
AKLAN,"liquor (e.g, whisky, coconut wine)",NABAS,lipid/lapad,260,,mL,0,1,1,0,"unique price, no weighing behind it",,,,,,,,3,,,,,
AKLAN,"liquor (e.g, whisky, coconut wine)",NABAS,lipid/lapad,120,,mL,0,1,1,0,"unique price, no weighing behind it",,,,,,,,3,,,,,
AKLAN,"liquor (e.g, whisky, coconut wine)",NABAS,long-neck,300,1,mL,0,3,3,1,,750,6,0,0,1,2,1,3,750,.4,,0,0
AKLAN,"liquor (e.g, whisky, coconut wine)",NABAS,long-neck,360,2,mL,0,3,3,1,,1000,4,0,0,2,2,1,3,1000,.36,,0,0
AKLAN,"liquor (e.g, whisky, coconut wine)",NABAS,long-neck,420,3,mL,0,3,3,0,this part of the cut came back empty,,,,,,,,3,,,,,
AKLAN,loaf bread,NABAS,large packs,79,1,g,0,1,1,1,,700,1,0,0,1,1,0,3,700,.1128571428571429,,0,1
AKLAN,loaf bread,NABAS,medium packs,61.25,1,g,0,3,3,1,,335,1,0,0,1,2,1,3,335,.1828358208955224,,0,1
AKLAN,loaf bread,NABAS,medium packs,87.5,2,g,0,3,3,1,,365,2,0,0,2,2,1,3,365,.2397260273972603,,0,1
AKLAN,loaf bread,NABAS,medium packs,108.75,3,g,0,3,3,0,this part of the cut came back empty,,,,,,,,3,,,,,
AKLAN,"preserved or processed meat (tocino, tapa, longaniza, etc)",NABAS,pieces or units,11,,g,0,,1,1,,70,1,0,0,1,,,2,70,.1571428571428571,municipality_median,0,1
AKLAN,"preserved or processed meat (tocino, tapa, longaniza, etc)",NABAS,putos,90,,g,0,,1,1,,237.5,2,0,0,1,,,2,237.5,.3789473684210526,municipality_median,0,1
AKLAN,cabbage,NEW WASHINGTON,pieces or units,52.5,1,g,0,1,1,1,,647.5,26,0,0,1,1,0,3,647.5,.0810810810810811,,0,0
AKLAN,cabbage,NEW WASHINGTON,pieces or units,75,,g,0,1,1,0,"unique price, no weighing behind it",,,,,,,,3,,,,,
AKLAN,camote tops,NEW WASHINGTON,bugkos,20,1,g,1,1,1,1,,115,5,0,0,1,1,0,3,115,.1739130434782609,,0,0
AKLAN,camote tops,NEW WASHINGTON,bundle,20,1,g,1,1,1,1,,560,5,1,1,1,1,0,3,560,.0357142857142857,,.2,0
AKLAN,carrot,NEW WASHINGTON,pieces or units,35,1,g,0,1,1,1,,150,21,2,2,1,1,0,3,150,.2333333333333333,,.0952380952380952,0
AKLAN,chicken,NEW WASHINGTON,whole (chicken),230,1,g,0,3,3,1,,1280,2,0,0,1,3,0,3,1280,.1796875,,0,1
AKLAN,chicken,NEW WASHINGTON,whole (chicken),260,2,g,0,3,3,1,,1570,3,0,0,2,3,0,3,1570,.1656050955414013,,0,0
AKLAN,chicken,NEW WASHINGTON,whole (chicken),305,3,g,0,3,3,1,,1835,1,0,0,3,3,0,3,1835,.1662125340599455,,0,1
AKLAN,"crackers, cookies, buiscuits, chips/curls",NEW WASHINGTON,pieces or units,39.5,1,g,0,2,2,1,,28,8,0,0,1,2,0,3,28,1.410714285714286,,0,0
AKLAN,"crackers, cookies, buiscuits, chips/curls",NEW WASHINGTON,pieces or units,105,2,g,0,2,2,1,,72.5,8,2,2,2,2,0,3,72.5,1.448275862068966,,.25,0
AKLAN,"crackers, cookies, buiscuits, chips/curls",NEW WASHINGTON,putos,65,,g,0,,1,1,,320,1,0,0,1,,,2,320,.203125,municipality_median,0,1
AKLAN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",NEW WASHINGTON,pieces or units,35,1,mL,0,1,1,1,,125,2,0,0,1,1,0,3,125,.28,,0,1
AKLAN,"liquor (e.g, whisky, coconut wine)",NEW WASHINGTON,lipid/lapad,76.25,1,mL,0,3,3,1,,375,2,0,0,1,1,2,3,375,.2033333333333333,,0,1
AKLAN,"liquor (e.g, whisky, coconut wine)",NEW WASHINGTON,lipid/lapad,120,2,mL,0,3,3,0,this part of the cut came back empty,,,,,,,,3,,,,,
AKLAN,"liquor (e.g, whisky, coconut wine)",NEW WASHINGTON,lipid/lapad,152.5,3,mL,0,3,3,0,this part of the cut came back empty,,,,,,,,3,,,,,
AKLAN,"liquor (e.g, whisky, coconut wine)",NEW WASHINGTON,long-neck,240,1,mL,0,1,1,1,,750,7,0,0,1,1,0,3,750,.32,,0,0
AKLAN,loaf bread,NEW WASHINGTON,large packs,62.5,1,g,0,1,1,1,,640,4,0,0,1,1,0,3,640,.09765625,,0,0
AKLAN,loaf bread,NEW WASHINGTON,medium packs,60,1,g,0,1,1,1,,465,4,0,0,1,1,0,3,465,.1290322580645161,,0,0
AKLAN,loaf bread,NEW WASHINGTON,small packs,50,1,g,0,1,1,1,,392.5,2,0,0,1,1,0,3,392.5,.1273885350318471,,0,1
AKLAN,loaf bread,NEW WASHINGTON,small packs,100,,g,0,1,1,0,"unique price, no weighing behind it",,,,,,,,3,,,,,
AKLAN,"prawns, lobster, shrimp",NEW WASHINGTON,tumpok,60,1,g,1,1,1,1,,342.5,4,0,0,1,1,0,3,342.5,.1751824817518248,,0,0
AKLAN,"preserved or processed meat (tocino, tapa, longaniza, etc)",NEW WASHINGTON,pieces or units,57.5,1,g,0,3,3,1,,70,1,0,0,1,1,2,3,70,.8214285714285714,,0,1
AKLAN,"preserved or processed meat (tocino, tapa, longaniza, etc)",NEW WASHINGTON,pieces or units,120,3,g,0,3,3,0,this part of the cut came back empty,,,,,,,,3,,,,,
AKLAN,"preserved or processed meat (tocino, tapa, longaniza, etc)",NEW WASHINGTON,pieces or units,90,2,g,0,3,3,0,this part of the cut came back empty,,,,,,,,3,,,,,
AKLAN,"preserved or processed meat (tocino, tapa, longaniza, etc)",NEW WASHINGTON,putos,120,1,g,0,1,1,1,,500,3,1,1,1,1,0,3,500,.24,,.3333333333333333,0
AKLAN,cabbage,TANGALAN,pieces or units,52.5,1,g,0,1,1,1,,732.5,20,0,0,1,1,0,3,732.5,.0716723549488055,,0,0
AKLAN,cabbage,TANGALAN,pieces or units,174,,g,0,1,1,0,"unique price, no weighing behind it",,,,,,,,3,,,,,
AKLAN,camote tops,TANGALAN,bundle,30,1,g,1,1,1,1,,180,3,0,0,1,1,0,3,180,.1666666666666667,,0,0
AKLAN,carrot,TANGALAN,pieces or units,35,1,g,0,1,1,1,,132.5,16,0,0,1,1,0,3,132.5,.2641509433962264,,0,0
AKLAN,carrot,TANGALAN,pieces or units,90,,g,0,1,1,0,"unique price, no weighing behind it",,,,,,,,3,,,,,
AKLAN,chicken,TANGALAN,whole (chicken),250,1,g,0,1,1,1,,1167.5,10,0,0,1,1,0,3,1167.5,.2141327623126338,,0,0
AKLAN,"crackers, cookies, buiscuits, chips/curls",TANGALAN,pieces or units,49.5,1,g,0,1,1,1,,40,10,0,0,1,1,0,3,40,1.2375,,0,0
AKLAN,"crackers, cookies, buiscuits, chips/curls",TANGALAN,putos,66.75,1,g,0,2,2,1,,24.5,10,10,10,1,2,0,3,24.5,2.724489795918367,,1,0
AKLAN,"crackers, cookies, buiscuits, chips/curls",TANGALAN,putos,232.5,2,g,0,2,2,1,,78,9,0,0,2,2,0,3,78,2.980769230769231,,0,0
AKLAN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",TANGALAN,pieces or units,20,1,mL,0,1,1,1,,110,6,0,0,1,1,0,3,110,.1818181818181818,,0,0
AKLAN,"liquor (e.g, whisky, coconut wine)",TANGALAN,lipid/lapad,80,1,mL,0,1,1,1,,375,9,0,0,1,1,0,3,375,.2133333333333333,,0,0
AKLAN,"liquor (e.g, whisky, coconut wine)",TANGALAN,long-neck,240,1,mL,0,1,1,1,,750,11,0,0,1,1,0,3,750,.32,,0,0
AKLAN,"liquor (e.g, whisky, coconut wine)",TANGALAN,long-neck,120,,mL,0,1,1,0,"unique price, no weighing behind it",,,,,,,,3,,,,,
AKLAN,loaf bread,TANGALAN,large packs,80,1,g,0,1,1,1,,682.5,4,0,0,1,1,0,3,682.5,.1172161172161172,,0,0
AKLAN,loaf bread,TANGALAN,medium packs,60,1,g,0,1,1,1,,600,5,0,0,1,1,0,3,600,.1,,0,0
AKLAN,loaf bread,TANGALAN,small packs,28.75,1,g,0,2,2,1,,260,4,1,1,1,2,0,3,260,.1105769230769231,,.25,0
AKLAN,loaf bread,TANGALAN,small packs,83.75,2,g,0,2,2,1,,400,4,0,0,2,2,0,3,400,.209375,,0,0
AKLAN,"preserved or processed meat (tocino, tapa, longaniza, etc)",TANGALAN,pieces or units,53.5,1,g,0,1,1,1,,70,6,2,2,1,1,0,3,70,.7642857142857142,,.3333333333333333,0
AKLAN,"preserved or processed meat (tocino, tapa, longaniza, etc)",TANGALAN,pieces or units,33,,g,0,1,1,0,"unique price, no weighing behind it",,,,,,,,3,,,,,
AKLAN,"preserved or processed meat (tocino, tapa, longaniza, etc)",TANGALAN,putos,82.5,1,g,0,3,3,1,,250,4,0,0,1,3,0,3,250,.33,,0,0
AKLAN,"preserved or processed meat (tocino, tapa, longaniza, etc)",TANGALAN,putos,105,2,g,0,3,3,1,,475,4,1,1,2,3,0,3,475,.2210526315789474,,.25,0
AKLAN,"preserved or processed meat (tocino, tapa, longaniza, etc)",TANGALAN,putos,172.5,3,g,0,3,3,1,,1140,3,3,3,3,3,0,3,1140,.1513157894736842,,1,0
ANTIQUE,cabbage,BARBAZA,pieces or units,50,,g,0,,1,1,,605,6,0,0,1,,,2,605,.0826446280991736,municipality_median,0,0
ANTIQUE,camote,BARBAZA,bilog,25,1,g,0,1,1,1,,150,12,2,2,1,1,0,3,150,.1666666666666667,,.1666666666666667,0
ANTIQUE,camote,BARBAZA,bilog,100,,g,0,1,1,0,"unique price, no weighing behind it",,,,,,,,3,,,,,
ANTIQUE,camote tops,BARBAZA,bundle,10,,g,0,,1,1,,302.5,4,0,0,1,,,2,302.5,.0330578512396694,province_median,0,0
ANTIQUE,carrot,BARBAZA,pieces or units,25,1,g,0,1,1,1,,180,15,1,1,1,1,0,3,180,.1388888888888889,,.0666666666666667,0
ANTIQUE,chicken,BARBAZA,whole (chicken),305,1,g,0,3,3,1,,1050,1,0,0,1,2,1,3,1050,.2904761904761905,,0,1
ANTIQUE,chicken,BARBAZA,whole (chicken),360,2,g,0,3,3,1,,1340,2,0,0,2,2,1,3,1340,.2686567164179104,,0,1
ANTIQUE,chicken,BARBAZA,whole (chicken),420,3,g,0,3,3,0,this part of the cut came back empty,,,,,,,,3,,,,,
