pull_province,pull_municipal_city,pull_item,harmonized_nsu_unit,corrected_unit,cf_blind,fallback_level,n_g_used,d_thin,d_unconvertible
ILOILO,LEGANES,camote tops,bugkos,g,145,cell pooled across sizes,3,0,0
ILOILO,LEGANES,carrot,pieces or units,g,175,cell pooled across sizes,9,0,0
ILOILO,LEGANES,chicken,bilog,g,1095,cell pooled across sizes,9,0,0
ILOILO,LEGANES,"crackers, cookies, buiscuits, chips/curls",pieces or units,g,42,cell pooled across sizes,9,0,0
ILOILO,LEGANES,"crackers, cookies, buiscuits, chips/curls",putos,g,280,cell pooled across sizes,6,0,0
ILOILO,LEGANES,"drinks at restaurant, hotel, cafe, or kiosk",pieces or units,mL,355,province x item x unit,65,0,0
ILOILO,LEGANES,fresh fish,pieces or units,g,275,cell pooled across sizes,9,0,0
ILOILO,LEGANES,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,mL,56.5,cell pooled across sizes,4,0,0
ILOILO,LEGANES,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,g,100,province x item x unit,69,0,0
ILOILO,LEGANES,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",tupperware,mL,700,item x unit (regional),3,0,0
ILOILO,LEGANES,"liquor (e.g, whisky, coconut wine)",lipid/lapad,mL,375,cell pooled across sizes,11,0,0
ILOILO,LEGANES,loaf bread,large packs,g,450,cell pooled across sizes,7,0,0
ILOILO,LEGANES,"prawns, lobster, shrimp",tumpok,g,235,cell pooled across sizes,3,0,0
ILOILO,LEGANES,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,g,70,cell pooled across sizes,3,0,0
ILOILO,LEGANES,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,g,285,cell pooled across sizes,9,0,0
ILOILO,LEMERY,cabbage,pieces or units,g,660,cell pooled across sizes,7,0,0
ILOILO,LEMERY,camote,bilog,g,147.5,cell pooled across sizes,6,0,0
ILOILO,LEMERY,camote tops,bundle,g,390,cell pooled across sizes,6,0,0
ILOILO,LEMERY,carrot,pieces or units,g,125,cell pooled across sizes,9,0,0
ILOILO,LEMERY,chicken,whole (chicken),g,1280,cell pooled across sizes,3,0,0
ILOILO,LEMERY,"crackers, cookies, buiscuits, chips/curls",bucket,g,1500,province x item x unit,5,0,0
ILOILO,LEMERY,"crackers, cookies, buiscuits, chips/curls",pieces or units,g,90,cell pooled across sizes,3,0,0
ILOILO,LEMERY,"crackers, cookies, buiscuits, chips/curls",putos,g,285,cell pooled across sizes,3,0,0
ILOILO,LEMERY,"drinks at restaurant, hotel, cafe, or kiosk",pieces or units,g,422.5,province x item x unit,12,0,0
ILOILO,LEMERY,fresh fish,pack,g,620,province x item x unit,25,0,0
ILOILO,LEMERY,fresh fish,pieces or units,g,232.5,cell pooled across sizes,6,0,0
ILOILO,LEMERY,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,g,65,province x item x unit,51,0,0
ILOILO,LEMERY,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,g,57.5,cell pooled across sizes,4,0,0
ILOILO,LEMERY,"liquor (e.g, whisky, coconut wine)",lipid/lapad,mL,375,province x item x unit,267,0,0
ILOILO,LEMERY,"liquor (e.g, whisky, coconut wine)",long-neck,mL,750,province x item x unit,185,0,0
ILOILO,LEMERY,loaf bread,large packs,g,640,province x item x unit,188,0,0
ILOILO,LEMERY,loaf bread,medium packs,g,450,province x item x unit,160,0,0
ILOILO,LEMERY,loaf bread,small packs,g,385,province x item x unit,123,0,0
ILOILO,LEMERY,"prawns, lobster, shrimp",tumpok,g,380,cell pooled across sizes,3,0,0
ILOILO,LEMERY,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,g,250,province x item x unit,116,0,0
ILOILO,LEMERY,"preserved or processed meat (tocino, tapa, longaniza, etc)",pack,g,265,cell pooled across sizes,3,0,0
ILOILO,LEON,cabbage,pieces or units,g,635,cell pooled across sizes,27,0,0
ILOILO,LEON,camote tops,bugkos,g,150,cell pooled across sizes,8,0,0
ILOILO,LEON,carrot,pieces or units,g,130,cell pooled across sizes,27,0,0
ILOILO,LEON,chicken,whole (chicken),g,1205,cell pooled across sizes,4,0,0
ILOILO,LEON,fresh fish,pieces or units,g,440,cell pooled across sizes,4,0,0
ILOILO,LEON,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",cone,mL,110,cell pooled across sizes,5,0,0
ILOILO,LEON,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,mL,600,cell pooled across sizes,5,0,0
ILOILO,LEON,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,mL,110,cell pooled across sizes,4,0,0
ILOILO,LEON,"liquor (e.g, whisky, coconut wine)",lipid/lapad,mL,375,cell pooled across sizes,9,0,0
ILOILO,LEON,"liquor (e.g, whisky, coconut wine)",long-neck,mL,750,cell pooled across sizes,12,0,0
ILOILO,LEON,loaf bread,large packs,g,640,cell pooled across sizes,5,0,0
ILOILO,LEON,loaf bread,medium packs,g,450,cell pooled across sizes,6,0,0
ILOILO,LEON,loaf bread,small packs,g,360,cell pooled across sizes,5,0,0
ILOILO,LEON,mango,pieces or units,g,210,cell pooled across sizes,27,0,0
ILOILO,LEON,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,g,250,cell pooled across sizes,5,0,0
ILOILO,LEON,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,g,250,cell pooled across sizes,10,0,0
ILOILO,MAASIN,cabbage,pieces or units,g,567.5,cell pooled across sizes,16,0,0
ILOILO,MAASIN,camote,bilog,g,430,cell pooled across sizes,5,0,0
ILOILO,MAASIN,camote tops,bugkos,g,180,cell pooled across sizes,9,0,0
ILOILO,MAASIN,camote tops,bundle,g,470,province x item x unit,31,0,0
ILOILO,MAASIN,carrot,pieces or units,g,142.5,cell pooled across sizes,12,0,0
ILOILO,MAASIN,chicken,whole (chicken),g,1122.5,cell pooled across sizes,4,0,0
ILOILO,MAASIN,"crackers, cookies, buiscuits, chips/curls",pack,g,300,cell pooled across sizes,7,0,0
ILOILO,MAASIN,"crackers, cookies, buiscuits, chips/curls",pieces or units,g,28,cell pooled across sizes,7,0,0
ILOILO,MAASIN,fresh fish,pieces or units,g,570,cell pooled across sizes,5,0,0
ILOILO,MAASIN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,g,50,cell pooled across sizes,3,0,0
ILOILO,MAASIN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,g,207.5,cell pooled across sizes,4,0,0
ILOILO,MAASIN,"liquor (e.g, whisky, coconut wine)",lipid/lapad,mL,375,cell pooled across sizes,6,0,0
ILOILO,MAASIN,"liquor (e.g, whisky, coconut wine)",long-neck,mL,750,cell pooled across sizes,6,0,0
ILOILO,MAASIN,loaf bread,large packs,g,640,province x item x unit,188,0,0
ILOILO,MAASIN,loaf bread,medium packs,g,450,province x item x unit,160,0,0
ILOILO,MAASIN,pork,pieces or units,g,262.5,cell pooled across sizes,4,0,0
ILOILO,MAASIN,"preserved or processed meat (tocino, tapa, longaniza, etc)",pack,g,212.5,cell pooled across sizes,10,0,0
ILOILO,MAASIN,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,g,250,province x item x unit,182,0,0
ILOILO,MAASIN,rice,sack of rice,g,25000,cell pooled across sizes,3,0,0
ILOILO,MIAGAO,cabbage,pieces or units,g,610,cell pooled across sizes,16,0,0
ILOILO,MIAGAO,camote tops,bugkos,g,125,cell pooled across sizes,7,0,0
ILOILO,MIAGAO,carrot,pieces or units,g,147.5,cell pooled across sizes,14,0,0
ILOILO,MIAGAO,chicken,whole (chicken),g,1000,cell pooled across sizes,15,0,0
ILOILO,MIAGAO,"crackers, cookies, buiscuits, chips/curls",pieces or units,g,82.5,cell pooled across sizes,12,0,0
ILOILO,MIAGAO,"drinks at restaurant, hotel, cafe, or kiosk",pieces or units,mL,335,cell pooled across sizes,3,0,0
ILOILO,MIAGAO,fresh fish,pieces or units,g,677.5,cell pooled across sizes,10,0,0
ILOILO,MIAGAO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,g,55,cell pooled across sizes,3,0,0
ILOILO,MIAGAO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,g,185,cell pooled across sizes,4,0,0
ILOILO,MIAGAO,"liquor (e.g, whisky, coconut wine)",lipid/lapad,mL,375,cell pooled across sizes,3,0,0
ILOILO,MIAGAO,"liquor (e.g, whisky, coconut wine)",long-neck,mL,750,cell pooled across sizes,5,0,0
ILOILO,MIAGAO,loaf bread,large packs,g,640,province x item x unit,188,0,0
ILOILO,MIAGAO,loaf bread,medium packs,g,450,province x item x unit,160,0,0
ILOILO,MIAGAO,loaf bread,small packs,g,397.5,cell pooled across sizes,12,0,0
ILOILO,MIAGAO,mango,pieces or units,g,220,cell pooled across sizes,19,0,0
ILOILO,MIAGAO,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,g,260,cell pooled across sizes,11,0,0
ILOILO,MINA,beef,pieces or units,g,1230,province x item x unit,5,0,0
ILOILO,MINA,cabbage,pieces or units,g,625,cell pooled across sizes,16,0,0
ILOILO,MINA,camote,bilog,g,190,cell pooled across sizes,17,0,0
ILOILO,MINA,camote tops,bugkos,g,145,cell pooled across sizes,4,0,0
ILOILO,MINA,carrot,pieces or units,g,142.5,cell pooled across sizes,14,0,0
ILOILO,MINA,chicken,whole (chicken),g,1145,cell pooled across sizes,4,0,0
ILOILO,MINA,"crackers, cookies, buiscuits, chips/curls",pack,g,420,cell pooled across sizes,3,0,0
ILOILO,MINA,"crackers, cookies, buiscuits, chips/curls",pieces or units,g,60,cell pooled across sizes,12,0,0
ILOILO,MINA,"drinks at restaurant, hotel, cafe, or kiosk",pieces or units,mL,617.5,cell pooled across sizes,8,0,0
ILOILO,MINA,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",container,mL,950,cell pooled across sizes,3,0,0
ILOILO,MINA,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pack,mL,700,cell pooled across sizes,3,0,0
ILOILO,MINA,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,mL,100,province x item x unit,59,0,0
ILOILO,MINA,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,mL,110,cell pooled across sizes,4,0,0
ILOILO,MINA,"liquor (e.g, whisky, coconut wine)",lipid/lapad,mL,375,cell pooled across sizes,5,0,0
ILOILO,MINA,"liquor (e.g, whisky, coconut wine)",long-neck,mL,750,cell pooled across sizes,6,0,0
ILOILO,MINA,loaf bread,large packs,g,620,cell pooled across sizes,3,0,0
ILOILO,MINA,loaf bread,medium packs,g,450,cell pooled across sizes,3,0,0
ILOILO,MINA,loaf bread,small packs,g,400,cell pooled across sizes,3,0,0
ILOILO,MINA,mango,pieces or units,g,200,cell pooled across sizes,11,0,0
ILOILO,MINA,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,g,250,province x item x unit,116,0,0
ILOILO,MINA,"preserved or processed meat (tocino, tapa, longaniza, etc)",pack,g,250,cell pooled across sizes,6,0,0
ILOILO,MINA,rice,gantang,g,2237.5,cell pooled across sizes,4,0,0
ILOILO,NEW LUCENA,cabbage,pack,g,195,cell pooled across sizes,3,0,0
ILOILO,NEW LUCENA,cabbage,pieces or units,g,592.5,cell pooled across sizes,10,0,0
ILOILO,NEW LUCENA,camote,bilog,g,205,cell pooled across sizes,9,0,0
ILOILO,NEW LUCENA,camote tops,bugkos,g,150,cell pooled across sizes,3,0,0
ILOILO,NEW LUCENA,carrot,pieces or units,g,95,cell pooled across sizes,9,0,0
ILOILO,NEW LUCENA,chicken,whole (chicken),g,845,cell pooled across sizes,5,0,0
ILOILO,NEW LUCENA,"crackers, cookies, buiscuits, chips/curls",pieces or units,g,30,cell pooled across sizes,9,0,0
ILOILO,NEW LUCENA,"crackers, cookies, buiscuits, chips/curls",putos,g,280,cell pooled across sizes,9,0,0
ILOILO,NEW LUCENA,"drinks at restaurant, hotel, cafe, or kiosk",pieces or units,g,422.5,province x item x unit,12,0,0
ILOILO,NEW LUCENA,fresh fish,pieces or units,g,485,cell pooled across sizes,7,0,0
ILOILO,NEW LUCENA,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,g,57.5,cell pooled across sizes,4,0,0
ILOILO,NEW LUCENA,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,g,100,cell pooled across sizes,6,0,0
ILOILO,NEW LUCENA,"liquor (e.g, whisky, coconut wine)",lipid/lapad,mL,375,cell pooled across sizes,9,0,0
ILOILO,NEW LUCENA,"liquor (e.g, whisky, coconut wine)",long-neck,mL,750,cell pooled across sizes,9,0,0
ILOILO,NEW LUCENA,loaf bread,large packs,g,640,cell pooled across sizes,4,0,0
ILOILO,NEW LUCENA,loaf bread,small packs,g,385,province x item x unit,123,0,0
ILOILO,NEW LUCENA,loaf bread,tama-tama nga putos,g,450,cell pooled across sizes,4,0,0
ILOILO,NEW LUCENA,mango,pieces or units,g,262.5,cell pooled across sizes,8,0,0
ILOILO,NEW LUCENA,"prawns, lobster, shrimp",tumpok,g,260,cell pooled across sizes,4,0,0
ILOILO,NEW LUCENA,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,g,250,province x item x unit,116,0,0
ILOILO,NEW LUCENA,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,g,200,cell pooled across sizes,6,0,0
ILOILO,OTON,beef,pieces or units,g,1155,cell pooled across sizes,3,0,0
ILOILO,OTON,cabbage,pieces or units,g,535,cell pooled across sizes,9,0,0
ILOILO,OTON,cabbage,putos (mix vegetable),g,112.5,cell pooled across sizes,6,0,0
ILOILO,OTON,camote,bilog,g,197.5,cell pooled across sizes,16,0,0
ILOILO,OTON,camote tops,bugkos,g,235,cell pooled across sizes,9,0,0
ILOILO,OTON,carrot,pieces or units,g,110,cell pooled across sizes,14,0,0
ILOILO,OTON,chicken,bilog,g,900,cell pooled across sizes,9,0,0
ILOILO,OTON,"crackers, cookies, buiscuits, chips/curls",pieces or units,g,32.5,cell pooled across sizes,8,0,0
ILOILO,OTON,"crackers, cookies, buiscuits, chips/curls",putos,g,85,cell pooled across sizes,9,0,0
ILOILO,OTON,"drinks at restaurant, hotel, cafe, or kiosk",pieces or units,mL,355,cell pooled across sizes,5,0,0
ILOILO,OTON,fresh fish,pieces or units,g,120,cell pooled across sizes,15,0,0
ILOILO,OTON,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,g,55,cell pooled across sizes,6,0,0
ILOILO,OTON,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,mL,60,province x item x unit,61,0,0
ILOILO,OTON,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,g,130,cell pooled across sizes,8,0,0
ILOILO,OTON,"liquor (e.g, whisky, coconut wine)",lipid/lapad,mL,375,cell pooled across sizes,8,0,0
ILOILO,OTON,"liquor (e.g, whisky, coconut wine)",long-neck,mL,750,cell pooled across sizes,8,0,0
ILOILO,OTON,loaf bread,large packs,g,650,cell pooled across sizes,6,0,0
ILOILO,OTON,loaf bread,medium packs,g,460,cell pooled across sizes,6,0,0
ILOILO,OTON,loaf bread,small packs,g,385,province x item x unit,123,0,0
ILOILO,OTON,mango,pieces or units,g,192.5,cell pooled across sizes,18,0,0
ILOILO,OTON,"prawns, lobster, shrimp",pieces or units,g,15,cell pooled across sizes,3,0,0
ILOILO,OTON,"prawns, lobster, shrimp",tumpok,g,245,cell pooled across sizes,3,0,0
ILOILO,OTON,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,g,222.5,cell pooled across sizes,6,0,0
ILOILO,OTON,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,g,312.5,cell pooled across sizes,8,0,0
ILOILO,OTON,rice,salmon,g,425,cell pooled across sizes,4,0,0
ILOILO,POTOTAN,cabbage,half,g,160,cell pooled across sizes,5,0,0
ILOILO,POTOTAN,cabbage,pieces or units,g,692.5,cell pooled across sizes,18,0,0
ILOILO,POTOTAN,camote tops,bugkos,g,160,cell pooled across sizes,11,0,0
ILOILO,POTOTAN,carrot,pieces or units,g,177.5,cell pooled across sizes,22,0,0
ILOILO,POTOTAN,chicken,whole (chicken),g,885,cell pooled across sizes,10,0,0
ILOILO,POTOTAN,"crackers, cookies, buiscuits, chips/curls",pieces or units,g,31,cell pooled across sizes,10,0,0
ILOILO,POTOTAN,"crackers, cookies, buiscuits, chips/curls",putos,g,60,cell pooled across sizes,15,0,0
ILOILO,POTOTAN,fresh fish,pieces or units,g,492.5,cell pooled across sizes,12,0,0
ILOILO,POTOTAN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",cone,mL,110,cell pooled across sizes,7,0,0
ILOILO,POTOTAN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,mL,67.5,cell pooled across sizes,6,0,0
ILOILO,POTOTAN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,mL,100,cell pooled across sizes,10,0,0
ILOILO,POTOTAN,"liquor (e.g, whisky, coconut wine)",lipid/lapad,mL,375,cell pooled across sizes,9,0,0
ILOILO,POTOTAN,"liquor (e.g, whisky, coconut wine)",long-neck,mL,750,cell pooled across sizes,9,0,0
ILOILO,POTOTAN,loaf bread,large packs,g,640,cell pooled across sizes,8,0,0
ILOILO,POTOTAN,loaf bread,medium packs,g,450,cell pooled across sizes,8,0,0
ILOILO,POTOTAN,loaf bread,small packs,g,385,province x item x unit,123,0,0
ILOILO,POTOTAN,mango,pieces or units,g,270,cell pooled across sizes,19,0,0
ILOILO,POTOTAN,pork,pieces or units,g,215,cell pooled across sizes,7,0,0
ILOILO,POTOTAN,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,g,250,cell pooled across sizes,5,0,0
ILOILO,POTOTAN,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,g,250,cell pooled across sizes,7,0,0
ILOILO,POTOTAN,rice,salmon,g,410,province x item x unit,21,0,0
ILOILO,SAN DIONISIO,cabbage,pieces or units,g,817.5,cell pooled across sizes,4,0,0
ILOILO,SAN DIONISIO,cabbage,slice,g,,,,,1
ILOILO,SAN DIONISIO,camote,bilog,g,130,cell pooled across sizes,13,0,0
ILOILO,SAN DIONISIO,camote tops,bugkos,g,305,cell pooled across sizes,4,0,0
ILOILO,SAN DIONISIO,carrot,pieces or units,g,135,cell pooled across sizes,9,0,0
ILOILO,SAN DIONISIO,chicken,bilog,g,1135,cell pooled across sizes,3,0,0
ILOILO,SAN DIONISIO,"crackers, cookies, buiscuits, chips/curls",pieces or units,g,33,province x item x unit,227,0,0
ILOILO,SAN DIONISIO,"crackers, cookies, buiscuits, chips/curls",putos,g,285,cell pooled across sizes,7,0,0
ILOILO,SAN DIONISIO,fresh fish,pieces or units,g,525,cell pooled across sizes,3,0,0
ILOILO,SAN DIONISIO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,g,52.5,cell pooled across sizes,4,0,0
ILOILO,SAN DIONISIO,"liquor (e.g, whisky, coconut wine)",lipid/lapad,mL,750,cell pooled across sizes,7,0,0
ILOILO,SAN DIONISIO,loaf bread,medium packs,g,475,cell pooled across sizes,9,0,0
ILOILO,SAN DIONISIO,loaf bread,tama-tama nga putos,g,450,province x item x unit,16,0,0
ILOILO,SAN DIONISIO,mango,pieces or units,g,220,cell pooled across sizes,4,0,0
ILOILO,SAN DIONISIO,"prawns, lobster, shrimp",tumpok,g,775,cell pooled across sizes,3,0,0
ILOILO,SAN DIONISIO,"preserved or processed meat (tocino, tapa, longaniza, etc)",cans,g,265,cell pooled across sizes,4,0,0
ILOILO,SAN DIONISIO,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,g,250,province x item x unit,182,0,0
ILOILO,SAN ENRIQUE,cabbage,pieces or units,g,815,cell pooled across sizes,13,0,0
ILOILO,SAN ENRIQUE,cabbage,small packs,g,190,item x unit (regional),5,0,0
ILOILO,SAN ENRIQUE,camote,bilog,g,187.5,cell pooled across sizes,8,0,0
ILOILO,SAN ENRIQUE,camote tops,bugkos,g,235,cell pooled across sizes,5,0,0
ILOILO,SAN ENRIQUE,camote tops,bundle,g,730,cell pooled across sizes,3,0,0
ILOILO,SAN ENRIQUE,carrot,pieces or units,g,170,cell pooled across sizes,9,0,0
ILOILO,SAN ENRIQUE,chicken,whole (chicken),g,1025,cell pooled across sizes,4,0,0
ILOILO,SAN ENRIQUE,"crackers, cookies, buiscuits, chips/curls",pieces or units,g,32,cell pooled across sizes,7,0,0
ILOILO,SAN ENRIQUE,"crackers, cookies, buiscuits, chips/curls",putos,g,308,cell pooled across sizes,7,0,0
ILOILO,SAN ENRIQUE,"drinks at restaurant, hotel, cafe, or kiosk",pieces or units,g,422.5,province x item x unit,12,0,0
ILOILO,SAN ENRIQUE,fresh fish,pack,g,620,province x item x unit,25,0,0
ILOILO,SAN ENRIQUE,fresh fish,pieces or units,g,340,cell pooled across sizes,3,0,0
ILOILO,SAN ENRIQUE,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,g,62.5,province x item x unit,60,0,0
ILOILO,SAN ENRIQUE,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,g,65,province x item x unit,51,0,0
ILOILO,SAN ENRIQUE,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,g,100,province x item x unit,69,0,0
ILOILO,SAN ENRIQUE,"liquor (e.g, whisky, coconut wine)",lipid/lapad,mL,375,cell pooled across sizes,8,0,0
ILOILO,SAN ENRIQUE,"liquor (e.g, whisky, coconut wine)",long-neck,mL,750,cell pooled across sizes,6,0,0
ILOILO,SAN ENRIQUE,loaf bread,large packs,g,640,cell pooled across sizes,3,0,0
ILOILO,SAN ENRIQUE,loaf bread,medium packs,g,450,cell pooled across sizes,3,0,0
ILOILO,SAN ENRIQUE,loaf bread,small packs,g,385,province x item x unit,123,0,0
ILOILO,SAN ENRIQUE,"prawns, lobster, shrimp",pieces or units,g,15,province x item x unit,4,0,0
ILOILO,SAN ENRIQUE,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,g,200,cell pooled across sizes,4,0,0
ILOILO,SAN JOAQUIN,cabbage,pack,g,115,cell pooled across sizes,3,0,0
ILOILO,SAN JOAQUIN,cabbage,pieces or units,g,485,cell pooled across sizes,11,0,0
ILOILO,SAN JOAQUIN,camote,bilog,g,125,cell pooled across sizes,13,0,0
ILOILO,SAN JOAQUIN,camote tops,bugkos,g,110,cell pooled across sizes,10,0,0
ILOILO,SAN JOAQUIN,carrot,pieces or units,g,155,cell pooled across sizes,13,0,0
ILOILO,SAN JOAQUIN,chicken,bilog,g,1205,cell pooled across sizes,6,0,0
ILOILO,SAN JOAQUIN,chicken,pieces or units,g,290,province x item x unit,13,0,0
ILOILO,SAN JOAQUIN,"crackers, cookies, buiscuits, chips/curls",pieces or units,g,29,cell pooled across sizes,9,0,0
ILOILO,SAN JOAQUIN,"crackers, cookies, buiscuits, chips/curls",putos,g,40,cell pooled across sizes,9,0,0
ILOILO,SAN JOAQUIN,"drinks at restaurant, hotel, cafe, or kiosk",pieces or units,mL,355,cell pooled across sizes,8,0,0
